node,label
hillarybeattrump.org,0
therightscoop.com,2
vdare.com,0
dailyworldinformation.com,0
freedomsfinalstand.com,0
hrw.org,2
stubhillnews.com,0
exposinggovernment.com,0
sun-sentinel.com,2
tucson.com,2
castanet.net,2
londonwebnews.com,0
thewhim.com,2
newstatesman.com,2
policyed.org,2
wsj.com,2
ff.org,1
thetruthdivision.com,0
humanevents.com,1
newromantimes.com,0
gulfnews.com,2
budapestbeacon.com,2
libertyunyielding.com,1
chinadaily.com.cn,2
migrationpolicy.org,2
governing.com,2
speakgov.com,0
ladylibertysnews.com,0
foxnews.com,1
verywell.com,2
newsheist.com,1
sungazette.com,2
euractiv.com,1
crooksandliars.com,1
leadstories.com,2
shareblue.com,1
deadspin.com,2
universitybusiness.com,2
conservativepost.com,0
clarionproject.org,0
napavalleyregister.com,2
heartland.org,1
sojo.net,2
callthecops.net,0
truthuncensored.net,0
popularmechanics.com,2
capoliticalreview.com,2
truthdig.com,2
adobochronicles.com,0
timeslive.co.za,1
thehayride.com,2
toinformistoinfluence.com,2
herald-review.com,2
glamour.com,2
insidehighered.com,2
ozy.com,2
dailyworldupdate.us,0
tdn.com,2
skyandtelescope.com,2
frankmag.ca,0
ire.org,2
thedailybeast.com,2
carolinapublicpress.org,2
progressivearmy.com,2
democraticmoms.com,0
themoderatevoice.com,2
mnn.com,2
rockcitytimes.com,0
en.bbarta24.net,2
irena.org,2
advocate.com,2
biggovernment.news,1
qpolitical.com,0
truthrevolt.org,0
bettergov.org,2
americanmilitarynews.com,1
acculturated.com,2
freedomoutpost.com,0
theknifemedia.com,2
reviewjournal.com,2
wonkette.com,1
thegatewaypundit.com,0
fpri.org,2
madworldnews.com,0
conservativefiringline.com,0
politicops.com,0
derfmagazine.com,0
currentaffairs.org,2
defiantamerica.com,0
rollcall.com,2
teddystick.com,0
sandiegofreepress.org,2
therealnews.com,2
nationofchange.org,1
ricochet.com,1
citizen-times.com,2
waterfordwhispersnews.com,0
aim.org,1
upi.com,2
thevarsity.ca,2
thetab.com,2
shareably.net,2
saudigazette.com.sa,2
opposingviews.com,2
listverse.com,2
theaustralian.com.au,2
oregonlive.com,2
washingtonpress.com,1
news.abs-cbn.com,2
hangthebankers.com,0
nationalnewswatch.com,2
duhprogressive.com,0
dutchreview.com,1
healthline.com,2
watchdog.org,1
spectator.org,2
alaraby.co.uk,2
journalstar.com,2
this.org,2
ced.org,2
rfa.org,2
filmingcops.com,2
stonecoldtruth.com,0
spiked-online.com,1
meanlefthook.com,1
dcwhispers.com,1
plymouthpatriotpost.com,0
extranewsfeed.com,1
dailycaller.com,1
bitchmedia.org,2
colddeadhands.us,1
campaignforliberty.org,1
remnantnewspaper.com,0
guardianlv.com,2
unclesamsmisguidedchildren.com,0
thewrap.com,1
cnn.com,1
ageofshitlords.com,0
undergroundjournalist.org,0
viraltitle.com,1
courant.com,2
nottnews.com,0
lifezette.com,1
restoreamericanglory.com,2
mises.org,1
newsy.com,2
circa.com,2
pantagraph.com,2
liberalmountain.com,2
jointcenter.org,2
journalnow.com,2
cityandstateny.com,2
teapartypatriots.org,2
historynewsnetwork.org,2
defund.com,0
people.com,2
oann.com,1
zcomm.org,2
theblacksphere.net,1
stocknewsusa.com,2
cctv-america.com,2
hoover.org,1
learnliberty.org,2
freepress.net,2
ciponline.org,2
ifyouonlynews.com,0
thenews.com.pk,2
wikitribune.com,2
earthmagazine.org,2
news.trust.org,2
libertynation.com,2
eagletribune.com,2
russia-insider.com,1
alphanewsmn.com,1
nola.com,2
alhayat.com,2
roanoke.com,2
louderwithcrowder.com,1
theodysseyonline.com,1
whowhatwhy.org,1
twincities.com,2
politico.com,2
knightstemplarinternational.com,0
chronicle.su,0
columbiadailyherald.com,2
americanlookout.com,0
investors.com,1
cnsnews.com,1
thetimesherald.com,2
ipolitics.ca,2
religionnews.com,2
politicslive.net,0
marxist.com,2
interpretermag.com,2
unwatch.org,1
townhall.com,1
pjmedia.com,1
baptistnews.com,2
duffelblog.com,0
usadosenews.com,0
omaha.com,2
economictimes.indiatimes.com,2
ndtv.com,2
lifehacker.com,2
mlive.com,2
nationalmemo.com,2
projectveritas.com,1
taxfoundation.org,2
govexec.com,2
insidephilanthropy.com,2
thejakartapost.com,2
conservative101.com,0
allnewspipeline.com,0
washingtonexaminer.com,2
seattletimes.com,2
amgreatness.com,2
ibleedredwhiteblue.com,1
sonsoflibertymedia.com,0
cbsnews.com,2
afr.com,2
chicago.suntimes.com,2
couriermail.com.au,2
globalnews.ca,2
americanprogress.org,2
nationalvanguard.org,0
theamericanconservative.com,2
eaglerising.com,0
erlc.com,1
defendevropa.org,0
yesmagazine.org,2
stimson.org,2
peacock-panache.com,2
host.madison.com,2
upr.org,2
uproxx.com,2
sputniknews.com,1
wn.com,2
modernliberals.com,1
earthfirstjournal.org,1
libertyheadlines.com,1
freetelegraph.com,0
dandygoat.com,0
conservapedia.com,0
strategic-culture.org,2
resourcegovernance.org,2
theamericanmirror.com,0
jacobinmag.com,2
ruthinstitute.org,0
proudemocrat.com,1
fmobserver.com,0
betootaadvocate.com,0
dailyrecord.co.uk,1
discovermagazine.com,2
talkingpointsmemo.com,2
birminghammail.co.uk,1
americanconsequences.com,1
sonorannews.com,1
mentalfloss.com,2
thefifthcolumnnews.com,1
informationliberation.com,0
dcreport.org,2
autostraddle.com,2
jns.org,2
wgntv.com,2
bearingarms.com,1
americantruthseekers.com,0
themillenniumreport.com,0
knoxreport.com,1
huzlers.com,0
mediaequalizer.com,1
thecanary.co,2
westernjournalism.com,1
workers.org,1
globalintegrity.org,2
harddawn.com,0
fedsoc.org,1
politichicks.com,1
nextavenue.org,2
rappler.com,1
oppositionreport.com,0
ejinsight.com,2
factbox.tv,2
avoiceformen.com,0
christwire.org,0
futureinamerica.com,1
newcenturytimes.com,0
chaser.com.au,0
financialpost.com,2
libertyhangout.org,1
newsday.com,2
psychologytoday.com,2
consortiumnews.com,2
usainfront.com,0
conservativehq.com,1
rinf.com,0
conservativedailynews.com,1
capitalresearch.org,1
infogalactic.com,0
news.err.ee,2
opslens.com,1
vote.us.org,1
newsnow.co.uk,1
magapill.com,0
themilitant.com,2
indymedia.org,1
readersupportednews.org,1
redstate.com,1
democratherald.com,2
deccanherald.com,1
cowgernation.com,1
hillarydaily.com,1
freemedia.at,2
beinglibertarian.com,2
frontpagemag.com,0
americanindependent.com,2
curvemag.com,2
ahtribune.com,1
nber.org,2
faithfamilyamerica.com,2
centerforinquiry.net,2
bjreview.com,2
tnonline.com,2
elpasotimes.com,2
algemeiner.com,2
calgaryherald.com,2
feministfrequency.com,2
viralliberty.com,0
dailysnark.com,0
eng.majalla.com,2
freedomhouse.org,2
newsblaze.com,0
votesmart.org,2
theintercept.com,2
evonomics.com,2
thenationalpatriot.com,0
torontosun.com,2
theunrealtimes.com,0
staresattheworld.com,0
youthradio.org,2
bluetribune.com,0
notallowedto.com,0
worldpress.org,2
azdailysun.com,2
newbostonpost.com,1
thedcgazette.com,0
barenakedislam.com,0
twitchy.com,1
lbc.co.uk,1
thenewamerican.com,1
rawstory.com,1
freakoutnation.com,0
smithsonianmag.com,2
unionleader.com,2
steadfastandloyal.com,0
theresurgent.com,1
cnntimes.online,1
independentsentinel.com,2
100percentfedup.com,0
bullshido.net,2
tfp.org,0
lifenews.com,1
spiegel.de,2
sciencedirect.com,2
lewrockwell.com,0
gazette.com,2
patheos.com,1
girlsjustwannahaveguns.com,0
newsandgutsmedia.com,2
observeronline.news,0
crfb.org,2
stpete4peace.org,2
feministing.com,2
unz.com,0
globalvoices.org,2
dcstatesman.com,1
thedailyliberator.com,1
nationalreview.com,2
theburningspear.com,2
pacificpundit.com,0
theredshtick.com,0
politicaldig.com,1
memri.org,0
tvw.org,2
dailytarheel.com,2
lexingtoninstitute.org,2
kmov.com,2
nationaleconomicseditorial.com,0
middleeastmonitor.com,1
britannica.com,2
srnnews.com,2
dailytelegraph.com.au,1
foreignaffairs.com,2
cis.org,0
washingtonblade.com,2
canadiandimension.com,2
schmedium.org,0
standard.net,2
change.org,2
democraticunderground.com,1
pastemagazine.com,2
texastribune.org,2
consnation.com,0
ctvnews.ca,2
thewire.in,2
newser.com,2
rep-am.com,2
loveknowledge.org,1
democracynow.org,2
prospectmagazine.co.uk,2
winonadailynews.com,2
abovethelaw.com,2
us.blastingnews.com,1
factcheck.org,2
neweurope.eu,2
thediplomat.com,2
dailysurge.com,1
eastbaytimes.com,2
mediacircus.com,1
defenseone.com,2
electronicintifada.net,2
usasupreme.com,0
thelibertyeagle.com,0
rt.com,1
slate.com,2
conservativebase.com,1
desmoinesregister.com,2
mondoweiss.net,2
newsbusters.org,1
thewashingtonreporter.com,0
theoswatch.com,1
thesun.co.uk,1
antiwar.com,1
missoulian.com,2
cumberlink.com,2
mediazone.news,0
carnegieendowment.org,2
liberalexaminer.com,1
readingthepictures.org,2
corporatepresidency.org,2
imowired.com,0
richmond.com,2
alreporter.com,2
msnbc.com,1
mintpressnews.com,2
news.com.au,2
theshovel.com.au,0
thenewatlantis.com,2
censored.news,0
miamiherald.com,2
frontiersin.org,1
outabouter.com,0
ifamericaknew.org,2
the-daily-news.co.uk,0
malaysia-today.net,1
drudgereport.com,1
insidesources.com,2
texasstandard.org,2
thenewtropic.com,2
bigthink.com,2
nydailynews.com,1
scripps.ucsd.edu,2
lavendermagazine.com,2
thecitizenpress.com,1
freewoodpost.com,0
dispatch.com,2
truebluescoop.com,0
carepublican.com,2
fightforthefuture.org,2
drudge.com,1
bluedotdaily.com,1
legitgov.org,1
donaldtrumpnews.co,0
forward.com,2
taipeitimes.com,2
liberalbias.com,0
cbpp.org,2
aeon.co,2
ocweekly.com,2
rochdaleherald.co.uk,0
dailyheadlines.net,0
redalertpolitics.com,1
hopkinsmedicine.org,2
phoenixnewtimes.com,2
citizensunited.org,1
thewashingtonstandard.com,0
splinternews.com,1
christianitytoday.com,2
bizstandardnews.com,0
empirenews.net,0
therantidote.com,1
politicalcritique.org,2
globegazette.com,2
washingtonmonthly.com,2
theautomaticearth.com,2
iea.org,2
theblaze.com,1
bannedinformation.com,0
weaselzippers.us,1
towleroad.com,1
ronpaulinstitute.org,1
space.com,2
boingboing.net,2
ilovemyfreedom.org,0
crimethinc.com,2
constitutionproject.org,2
sayfiereview.com,2
reductress.com,0
gomerblog.com,0
newshounds.us,1
nypost.com,1
indianexpress.com,2
skepticink.com,2
newyorker.com,2
hardnews.network,0
spectrumreport.com,1
airwars.org,2
gallup.com,2
americanthinker.com,1
faithwire.com,1
amny.com,2
onenewsnow.com,1
thefederalistpapers.org,0
koco.com,2
eveningharold.com,0
ihypocrite.net,0
scotsman.com,2
democratichub.com,1
silenceisconsent.net,1
ammoland.com,2
thesciencepost.com,0
thedailymash.co.uk,0
clashdaily.com,0
opensecrets.org,2
usafirstinformation.com,0
patriotupdate.com,0
jewwatch.com,0
democracyguardian.com,1
miaminewtimes.com,2
sentinelksmo.org,1
vice.com,1
news.harvard.edu,2
worldaffairsjournal.org,2
news.sky.com,2
dailycurrant.com,0
pewresearch.org,2
hermancain.com,1
trofire.com,2
numbersusa.com,1
timeline.com,2
sbsun.com,2
latintimes.com,2
allenwestrepublic.com,0
news.mongabay.com,2
fusion.kinja.com,1
aptnnews.ca,2
wsws.org,2
spin.com,2
aina.org,1
