node,label
towleroad.com,1
thelasource.com,2
democratichub.com,1
socialistworker.org,2
thenewcivilrightsmovement.com,1
thesternfacts.com,1
talkingpointsmemo.com,2
vanityfair.com,2
theestablishment.co,2
workers.org,1
theburningspear.com,2
other98.com,1
thelondoneconomic.com,1
washingtonmonthly.com,2
villagevoice.com,2
verifiedpolitics.com,2
takepart.com,2
thefloridasqueeze.com,1
wsws.org,2
theoutline.com,2
themarysue.com,2
washingtonpress.com,1
thecanary.co,2
truthdig.com,2
thewalrus.ca,2
thefrisky.com,2
yesmagazine.org,2
progressive.org,2
themilitant.com,2
truth-out.org,1
climaterealityproject.org,2
progressivefrontier.com,1
wearyourvoicemag.com,2
morningstaronline.co.uk,2
worldcantwait.net,2
uproxx.com,2
thegrio.com,2
samefacts.com,2
thedailybanter.com,2
thenation.com,2
upworthy.com,2
zcomm.org,2
theroot.com,2
vox.com,2
whowhatwhy.org,1
thinkprogress.org,1
this.org,2
wonkette.com,1
amnesty.org,2
ballotpedia.org,2
opensecrets.org,2
cookpolitical.com,2
albawaba.com,2
capitolfax.com,2
680news.com,2
csis.org,2
anthropocenemagazine.org,2
bnonews.com,2
carnegieendowment.org,2
eng.majalla.com,2
abc.net.au,2
blog.countable.us,2
concordmonitor.com,2
aptnnews.ca,2
bridgemi.com,2
alreporter.com,2
news.abs-cbn.com,2
courthousenews.com,2
bangkokpost.com,2
azcapitoltimes.com,2
altoday.com,2
castanet.net,2
afp.com,2
cp24.com,2
newsoptimist.ca,2
chinadaily.com.cn,2
thebulletin.org,2
africanews.com,2
en.bbarta24.net,2
aninews.in,2
abqjournal.com,2
bullshido.net,2
belfercenter.org,2
cdt.org,2
atimes.com,2
darientimes.com,2
consortiumnews.com,2
cgdev.org,2
bellingcat.com,2
csmonitor.com,2
daytondailynews.com,2
allgov.com,2
constitutioncenter.org,2
business2community.com,2
english.ahram.org.eg,2
bettergov.org,2
cityandstateny.com,2
apnews.com,2
defenseone.com,2
securingdemocracy.gmfus.org,2
airwars.org,2
bdnews24.com,2
cnas.org,2
ced.org,2
atlanticcouncil.org,2
americanheritage.com,2
desmoinesregister.com,2
capecodtimes.com,2
consumerist.com,2
crfb.org,2
afr.com,2
publicintegrity.org,2
dailyrecord.com,2
differencebetween.net,2
ejinsight.com,2
factwire.org,2
freewheelus.com,2
consumerreports.org,2
digitaljournal.com,2
goodnewsnetwork.org,2
cambridge.org,2
fairobserver.com,2
fullfact.org,2
kff.org,2
makeuseof.com,2
idahostatesman.com,2
doctorswithoutborders.org,2
news.grabien.com,1
goerie.com,2
gallup.com,2
malaysia-today.net,1
military.com,2
news.err.ee,2
rescue.org,2
knowyourmeme.com,2
hbr.org,2
federalnewsradio.com,2
eurasiagroup.net,2
imediaethics.org,2
maplight.org,2
investopedia.com,2
knoxnews.com,2
gbtimes.com,2
news.harvard.edu,2
mlive.com,2
federaltimes.com,2
eurasiareview.com,2
marketwatch.com,2
jacksonsun.com,2
leadstories.com,2
govexec.com,2
harvardpolitics.com,2
newamerica.org,2
euronews.com,2
financialexpress.com,2
ivn.us,2
mcclatchydc.com,2
govtrack.us,2
ledevoir.com,2
healthcarefinancenews.com,2
janes.com,2
newbernsj.com,2
ft.com,2
mediashift.org,2
limacharlienews.com,2
globalintegrity.org,2
nber.org,2
news24.com,2
memeorandum.com,1
firstdraftnews.org,2
indiatoday.intoday.in,2
factcheck.org,2
japantimes.co.jp,2
hoax-slayer.com,2
followthemoney.org,2
mentalfloss.com,2
iwpr.org,2
foreignaffairs.com,2
jta.org,2
homelandsecuritynewswire.com,2
nationaljournal.com,2
listverse.com,2
foreignpolicy.com,2
en.mercopress.com,2
guampdn.com,2
nationmaster.com,2
i24news.tv,2
newsnow.co.uk,1
icij.org,2
merionwest.com,2
patch.com,2
daily.jstor.org,2
niskanencenter.org,2
ffrf.org,2
rferl.org,2
nzherald.co.nz,2
iea.org,2
shorensteincenter.org,2
stripes.com,2
nknews.org,2
rollcall.com,2
poynter.org,2
justsecurity.org,2
patheos.com,1
rand.org,2
nextavenue.org,2
texasstandard.org,2
simplepolitics.co.uk,2
statnews.com,2
noozhawk.com,2
rte.ie,2
prnewswire.mediaroom.com,2
thecipherbrief.com,2
pnj.com,2
texastribune.org,2
nextgov.com,2
northkoreatimes.com,1
russialies.com,2
procon.org,2
stimson.org,2
pgpf.org,2
recode.net,2
thatsnonsense.com,2
theconversation.com,2
stocknewsusa.com,2
pogo.org,2
auburnpub.com,2
relevantmagazine.com,2
piie.com,2
snopes.com,2
theday.com,2
thebalance.com,2
strategypage.com,2
reporterslab.org,2
novinite.com,2
pewresearch.org,2
heraldtribune.com,2
project-syndicate.org,2
baxterbulletin.com,2
heraldsun.com,2
scmp.com,2
stratfor.com,2
nolabels.org,2
placesjournal.org,2
rsf.org,2
sayfiereview.com,2
thehumanist.com,2
thebureauinvestigates.com,2
sunlightfoundation.com,2
dailynorthwestern.com,2
represent.us,2
prri.org,2
taipeitimes.com,2
ny1.com,2
openthegovernment.org,2
reuters.com,2
politifact.com,2
taiwannews.com.tw,2
defconwarningsystem.com,2
spectrumreport.com,1
indianexpress.com,2
scotusblog.com,2
taskandpurpose.com,2
outlook.monmouth.edu,2
thejakartapost.com,2
sctimes.com,2
thediplomat.com,2
shareably.net,2
themarshallproject.org,2
thoughtco.com,2
viralthread.com,1
en.wikinews.org,2
jpost.com,2
economist.com,2
memepoliceman.com,2
worldpress.org,2
tvw.org,2
phnompenhpost.com,2
wikipedia.org,2
jordantimes.com,2
timesofsandiego.com,2
wri.org,2
undark.org,2
voanews.com,2
wikitribune.com,2
postandcourier.com,2
wral.com,2
upi.com,2
todayifoundout.com,2
themoderatevoice.com,2
mywebtimes.com,2
voiceofsandiego.org,2
news.cn,2
thejournal.ie,2
house.gov,2
mcall.com,2
transparency.org,2
scotsman.com,2
vosizneias.com,2
wionews.com,1
gao.gov,2
thenews.mx,2
timesofindia.indiatimes.com,2
thenews.com.pk,2
usafacts.org,2
votesmart.org,2
theskimm.com,2
trueviralnews.com,2
wilsoncenter.org,2
sociable.co,2
warontherocks.com,2
weforum.org,2
thewrap.com,1
observatory.journalism.wisc.edu,2
verafiles.org,2
wn.com,2
thirdway.org,2
truthbetold.news,2
truthorfiction.com,2
capitalresearch.org,1
academia.org,1
bigleaguepolitics.com,1
conservativedailynews.com,1
americanmilitarynews.com,2
citizensunited.org,1
aclj.org,1
arizonadailyindependent.com,1
aim.org,1
americanconsequences.com,1
bizpacreview.com,1
city-journal.org,2
aina.org,1
conservativehq.com,1
whitehouse.gov,1
nccivitas.org,1
bearingarms.com,1
spectator.org,2
aei.org,1
ac2news.com,1
2ndvote.com,1
christianpost.com,1
brexitcentral.com,1
beinglibertarian.com,2
alphanewsmn.com,1
amgreatness.com,1
americanthinker.com,1
conservativeopinion.com,1
ca-political.com,1
conservativetoday.com,1
chroniclesmagazine.org,1
colddeadhands.us,1
acculturated.com,2
beliefnet.com,1
americansforprosperity.org,1
awm.com,1
campaignlifecoalition.com,1
commentarymagazine.com,2
express.co.uk,1
altnewsmedia.net,2
alec.org,1
churchmilitant.com,1
biggovernment.news,1
ammoland.com,2
conservativereview.com,1
cowgernation.com,1
conservativebase.com,1
americanlibertyreport.com,1
citizenfreepress.com,1
hermancain.com,1
gopusa.com,1
crimeresearch.org,1
ijr.com,2
erlc.com,1
dcwhispers.com,1
firstinfreedomdaily.com,1
dailymail.co.uk,1
freewestmedia.com,1
ifstudies.org,1
crisismagazine.com,1
independentsentinel.com,2
factsandlogic.org,1
ff.org,1
firstthings.com,1
dailysabah.com,1
iwf.org,1
investors.com,1
faithwire.com,1
defenddemocracy.org,2
foxnews.com,1
dailycaller.com,1
illinoispolicy.org,2
order-order.com,1
jewishpolicycenter.org,2
dailysignal.com,1
freedomcrossroads.com,1
disobedientmedia.com,1
hudson.org,2
intellectualtakeout.org,1
knoxreport.com,1
farleftwatch.com,2
gatestoneinstitute.org,1
freedomworks.org,1
humanevents.com,1
drudgereport.com,1
dailysurge.com,1
ibleedredwhiteblue.com,1
legalinsurrection.com,1
judicialnetwork.com,1
getreligion.org,1
freerepublic.com,1
imprimis.hillsdale.edu,1
dangerous.com,1
heartland.org,1
ipatriot.com,1
libertyhangout.org,1
kansaspolicy.org,1
gop.com,1
offgridsurvival.com,1
pjmedia.com,1
libertyheadlines.com,1
populistwire.com,1
louderwithcrowder.com,1
heritage.org,1
observer.com,2
regated.com,1
libertynation.com,1
powerlineblog.com,2
oann.com,1
nationalcenter.org,1
renewedright.com,1
thepoliticalinsider.com,1
mediacircus.com,1
lifenews.com,1
onenewsnow.com,1
sentinelksmo.org,1
nationalreview.com,1
notliberal.com,1
projectveritas.com,1
politichicks.com,1
mediaequalizer.com,1
lifesitenews.com,1
home.nra.org,1
ntknetwork.com,1
restoreamericanglory.com,2
tasnimnews.com,1
mrc.org,1
sbgi.net,1
opslens.com,1
newbostonpost.com,1
numbersusa.com,1
politifeed.net,1
quadrant.org.au,1
ricochet.com,1
lifezette.com,1
westernjournalism.com,1
patriotnewsdaily.com,1
sonorannews.com,1
newsbusters.org,1
politisite.com,2
en.mehrnews.com,1
patriotretort.com,1
teapartypatriots.org,2
spiked-online.com,1
theblacksphere.net,1
thedailydefender.com,1
newsmax.com,1
loneconservative.com,1
thenewamerican.com,1
redalertpolitics.com,1
savejersey.com,2
therebel.media,1
teapartytribune.com,2
standpointmag.co.uk,1
torontosun.com,2
theblaze.com,1
unitynewsnetwork.co.uk,1
dailytelegraph.com.au,1
washingtonexaminer.com,2
wnd.com,1
unwatch.org,1
carepublican.com,2
townhall.com,1
dailywire.com,1
theresurgent.com,1
patriotpost.us,1
freebeacon.com,1
thecitizenpress.com,1
world.wng.org,1
tribunist.com,1
thefederalist.com,2
therightscoop.com,1
thepostemail.com,1
weaselzippers.us,1
trtworld.com,1
worldtribune.com,2
thehayride.com,2
thepostmillennial.com,2
ronpaulinstitute.org,1
weeklystandard.com,2
ussanews.com,1
tehrantimes.com,1
theconservativetreehouse.com,1
turningpoint.news,1
yellowhammernews.com,2
thesun.co.uk,1
conservativewoman.co.uk,1
yaf.org,2
adelaidenow.com.au,1
westernfreepress.com,1
twitchy.com,1
tennesseestar.com,2
westernjournal.com,1
youngcons.com,1
thetruthaboutguns.com,2
lozierinstitute.org,0
americanprinciplesproject.org,0
10news.one,0
cernovich.com,0
barenakedislam.com,0
conservativefighters.com,0
christianaction.org,0
amren.com,0
100percentfedup.com,0
conservativefiringline.com,0
acpeds.org,0
bluntforcetruth.com,0
tfp.org,0
conservativefreepress.com,0
clarionproject.org,0
americanpatriotdaily.com,0
clashdaily.com,0
americantoday.news,0
conservativemedia.com,0
conservativepost.com,0
afa.net,0
ageofshitlords.com,0
bipartisanreport.com,0
debka.com,0
breitbart.com,0
cnsnews.com,0
allenwestrepublic.com,0
defiantamerica.com,0
rickwells.us,0
americanjournalreview.com,0
concernedwomen.org,0
canadafreepress.com,0
conservapedia.com,0
adflegal.org,0
blingnews.com,0
allnewspipeline.com,0
americanlookout.com,0
democraticmoms.com,0
conservativebyte.com,0
discoverthenetworks.org,0
censored.news,0
avoiceformen.com,0
dailyheadlines.net,0
donaldtrumpnews.co,0
conservativedailypost.com,0
cis.org,0
bannedinformation.com,0
altright.com,0
researchantisemitism.ca,0
hardnews.network,0
focusonthefamily.com,0
downtrend.com,0
pamelageller.com,0
profam.org,0
en-volve.com,0
ghost.report,0
hoggwatch.com,0
freakoutnation.com,0
lewrockwell.com,0
girlsjustwannahaveguns.com,0
eaglerising.com,0
factcheckingturkey.com,0
myrightamerica.com,0
jewwatch.com,0
magapill.com,0
frc.org,0
jihadwatch.org,0
ihypocrite.net,0
joeforamerica.com,0
nationaleconomicseditorial.com,0
dailypresser.com,0
imowired.com,0
judicialwatch.org,0
nationalenquirer.com,0
dailystormer.name,0
meforum.org,0
infogalactic.com,0
memri.org,0
knightstemplarinternational.com,0
nationalvanguard.org,0
usafortrumponline.com,0
hangthebankers.com,0
informationliberation.com,0
newswars.com,0
o4anews.com,0
molonlabemedia.com,0
ladylibertysnews.com,0
newswithviews.com,0
prideof-america.org,0
newnation.org,0
freedomsfinalstand.com,0
staresattheworld.com,0
polipace.com,0
ruthinstitute.org,0
patriotbeat.com,0
newsblaze.com,0
oathkeepers.org,0
frontpagemag.com,0
patribotics.blog,0
progresstribune.com,0
shariawatch.org.uk,0
renewamerica.com,0
steadfastandloyal.com,0
fury.news,0
occupydemocrats.com,0
politicalmayhem.news,0
patriotfires.com,0
shtfplan.com,0
progressivestoday.com,0
stonecoldtruth.com,0
redice.tv,0
takimag.com,0
studionewsnetwork.com,0
returnofkings.com,0
southafricatoday.net,0
patriotupdate.com,0
subjectpolitics.com,0
teaparty.org,0
rightalerts.com,0
oppositionreport.com,0
swampdrain.com,0
dcclothesline.com,0
thehornnews.com,0
speisa.com,0
personalliberty.com,0
thedailybell.com,0
lastresistance.com,0
puppetstringnews.com,0
rightwingnews.com,0
thelibertyeagle.com,0
rightwingtribune.com,0
tmn.today,0
themillenniumreport.com,0
rinf.com,0
digifection.com,0
thereligionofpeace.com,0
thenationalpatriot.com,0
theduran.com,0
theamericanmirror.com,0
thenationalpulse.com,0
remnantnewspaper.com,0
thefederalistpapers.org,0
viralliberty.com,0
truthrevolt.org,0
fairus.org,0
truthuncensored.net,0
mynewsguru.com,0
triggerreset.net,0
voiceofeurope.com,0
unclesamsmisguidedchildren.com,0
freetelegraph.com,0
trueactivist.com,0
thepeoplestruth.com,0
thegatewaypundit.com,0
understandingthethreat.com,0
usasupreme.com,0
thegoldwater.com,0
unz.com,0
westernsentinel.com,0
uschronicle.com,0
thepublicdiscourse.com,0
vdare.com,0
