source,target
currentaffairs.org,thenation.com
currentaffairs.org,dailykos.com
currentaffairs.org,newrepublic.com
currentaffairs.org,micahmwhite.com
bluenationreview.com,searavenpress.com
bluenationreview.com,breenewsome.com
bluenationreview.com,peterdaou.com
bluenationreview.com,thepeoplesview.net
bluenationreview.com,bluenationbaja.com
commondreams.org,theintercept.com
commondreams.org,talkingpointsmemo.com
commondreams.org,democracynow.org
commondreams.org,rawstory.com
commondreams.org,msnbc.com
aidc.org.za,che-lives.com
aidc.org.za,aidc.co.za
aidc.org.za,voicesfromtheblogs.com
aidc.org.za,aidc100.org
aidc.org.za,plaas.org.za
addictinginfo.com,zfacts.com
addictinginfo.com,storiesofusa.com
addictinginfo.com,polytechnic.org
addictinginfo.com,constitution.com
addictinginfo.com,wallbuilders.com
democracyguardian.com,theamericanmoderate.com
democracyguardian.com,thebrainwashingofmydad.com
democracyguardian.com,neorepo.wordpress.com
democracyguardian.com,reverbpress.com
democracyguardian.com,profit-over-life.org
americanprogress.org,epi.org
americanprogress.org,brookings.edu
americanprogress.org,pewresearch.org
americanprogress.org,pewsocialtrends.org
americanprogress.org,heritage.org
citypaper.com,baltimoremagazine.com
citypaper.com,baltimorefishbowl.com
citypaper.com,baltimorebrew.com
citypaper.com,baltimore.org
citypaper.com,baltimorecity.gov
curvemag.com,gomag.com
curvemag.com,lotl.com
curvemag.com,divamag.co.uk
curvemag.com,afterellen.com
curvemag.com,bisexual.org
bluestatedaily.com,latest.com
bluestatedaily.com,politicaldig.com
bluestatedaily.com,shareblue.com
bluestatedaily.com,contemptor.com
bluestatedaily.com,washingtonpress.com
dailyrecord.co.uk,thescottishsun.co.uk
dailyrecord.co.uk,scotsman.com
dailyrecord.co.uk,heraldscotland.com
dailyrecord.co.uk,glasgowlive.co.uk
dailyrecord.co.uk,walesonline.co.uk
advocate.com,out.com
advocate.com,pride.com
advocate.com,pinknews.co.uk
advocate.com,queerty.com
advocate.com,glaad.org
americablog.com,londonwebnews.com
americablog.com,oldsouthhigh.com
americablog.com,bilingualkidspot.com
americablog.com,metastatic.org
americablog.com,smallworlds.com
democracynow.org,commondreams.org
democracynow.org,theintercept.com
democracynow.org,thenation.com
democracynow.org,jacobinmag.com
democracynow.org,rawstory.com
prwatch.org,alecexposed.org
prwatch.org,exposedbycmd.org
prwatch.org,sourcewatch.org
prwatch.org,alec.org
prwatch.org,conservativetransparency.org
boingboing.net,digg.com
boingboing.net,bibsonomy.org
boingboing.net,freeadstime.org
boingboing.net,slashdot.org
boingboing.net,bizsugar.com
daily49er.com,asicsulb.org
daily49er.com,longbeachstate.com
daily49er.com,lbpost.com
daily49er.com,gazettes.com
daily49er.com,fortyninershops.net
cosmopolitan.com,elle.com
cosmopolitan.com,bustle.com
cosmopolitan.com,refinery29.com
cosmopolitan.com,harpersbazaar.com
cosmopolitan.com,allure.com
ebar.com,sfusualsuspects.com
ebar.com,sfbaytimes.com
ebar.com,sfpride.org
ebar.com,48hills.org
ebar.com,glbthistory.org
dallasvoice.com,dallaspride.org
dallasvoice.com,theclubs.com
dallasvoice.com,outsmartmagazine.com
dallasvoice.com,outinsa.com
dallasvoice.com,lgbtqnation.com
dissentmagazine.org,dsausa.org
dissentmagazine.org,jacobinmag.com
dissentmagazine.org,isreview.org
dissentmagazine.org,blacklivesmatter.com
dissentmagazine.org,prospect.org
democraticunderground.com,rawstory.com
democraticunderground.com,demu.gr
democraticunderground.com,dailykos.com
democraticunderground.com,mediaite.com
democraticunderground.com,mediabiasfactcheck.com
americanbridgepac.org,dscc.org
americanbridgepac.org,americanbridge.net
americanbridgepac.org,nvdems.com
americanbridgepac.org,coldstonecreameryfranchise.com
americanbridgepac.org,whovotedagainst911healthbill.tumblr.com
countercurrents.org,sabrangindia.in
countercurrents.org,roundtableindia.co.in
countercurrents.org,newsclick.in
countercurrents.org,thecitizen.in
countercurrents.org,indianculturalforum.in
thedailybeast.com,thehill.com
thedailybeast.com,politico.com
thedailybeast.com,nypost.com
thedailybeast.com,nbcnews.com
thedailybeast.com,foxnews.com
deadspin.com,theroot.com
deadspin.com,jezebel.com
deadspin.com,theinventory.com
deadspin.com,si.com
deadspin.com,avclub.com
afj.org,vettingroom.org
afj.org,pfaw.org
afj.org,civilrights.org
afj.org,judicialnominations.org
afj.org,startguide.org
desmogblog.com,heartland.org
desmogblog.com,sourcewatch.org
desmogblog.com,skepticalscience.com
desmogblog.com,wattsupwiththat.com
desmogblog.com,insideclimatenews.org
change.org,nypost.com
change.org,newsweek.com
change.org,dailymail.co.uk
change.org,gofundme.com
change.org,cnbc.com
drudge.com,idrudgereport.com
drudge.com,drudgereportfeed.com
drudge.com,drudgereport.com
drudge.com,drudgereportarchives.com
drudge.com,intermarkets.net
bitchmedia.org,myfavoritemurder.com
bitchmedia.org,msmagazine.com
bitchmedia.org,autostraddle.com
bitchmedia.org,everydayfeminism.com
bitchmedia.org,feministcurrent.com
deadstate.org,politicalflare.com
deadstate.org,atlantablackstar.com
deadstate.org,rawstory.com
deadstate.org,commondreams.org
deadstate.org,rightwingwatch.org
elitedaily.com,bustle.com
elitedaily.com,thoughtcatalog.com
elitedaily.com,cosmopolitan.com
elitedaily.com,refinery29.com
elitedaily.com,yourtango.com
au.org,wallbuilders.com
au.org,ffrf.org
au.org,bjconline.org
au.org,allabouthistory.org
au.org,internationalcopsforchrist.com
counterpunch.org,jacobinmag.com
counterpunch.org,theamericanconservative.com
counterpunch.org,truthout.org
counterpunch.org,commondreams.org
counterpunch.org,globalresearch.ca
chicagoreader.com,chicagomag.com
chicagoreader.com,wttw.com
chicagoreader.com,wbez.org
chicagoreader.com,metromix.com
chicagoreader.com,suntimes.com
blackagendareport.com,blackentrepreneur.com
blackagendareport.com,imixwhatilike.org
blackagendareport.com,blackmeninamerica.com
blackagendareport.com,aaihs.org
blackagendareport.com,therealnews.com
angrywhitemen.org,antifascistnews.net
angrywhitemen.org,dailystormer.name
angrywhitemen.org,gab.ai
angrywhitemen.org,hatreon.net
angrywhitemen.org,occidentaldissent.com
esquire.com,gq.com
esquire.com,vulture.com
esquire.com,collider.com
esquire.com,indiewire.com
esquire.com,thrillist.com
earthfirstjournal.org,animalliberationpressoffice.org
earthfirstjournal.org,earthfirst.org
earthfirstjournal.org,sniitch.com
earthfirstjournal.org,whosarat.com
earthfirstjournal.org,prisonersolidarity.net
filmingcops.com,studionewsnetwork.com
filmingcops.com,thefreethoughtproject.com
filmingcops.com,countercurrentnews.info
filmingcops.com,akilipolee.com
filmingcops.com,akilipolee.weebly.com
crimethinc.com,destructables.org
crimethinc.com,anarchistnews.org
crimethinc.com,thebigpicture2013.blogspot.com
crimethinc.com,itsgoingdown.org
crimethinc.com,sproutdistro.com
everydayfeminism.com,thebodyisnotanapology.com
everydayfeminism.com,asexuality.org
everydayfeminism.com,itspronouncedmetrosexual.com
everydayfeminism.com,transstudent.org
everydayfeminism.com,edtrust.org
firstpost.com,news18.com
firstpost.com,hindustantimes.com
firstpost.com,indianexpress.com
firstpost.com,indiatoday.in
firstpost.com,financialexpress.com
greenleft.org.au,climateandcapitalism.com
greenleft.org.au,redflag.org.au
greenleft.org.au,socialist-alliance.org
greenleft.org.au,links.org.au
greenleft.org.au,newmatilda.com
citizencritics.org,citizencritics.org
gizmodo.com,lifehacker.com
gizmodo.com,theverge.com
gizmodo.com,engadget.com
gizmodo.com,wired.com
gizmodo.com,mashable.com
marxist.com,marxists.org
marxist.com,socialist.net
marxist.com,socialistworker.org
marxist.com,isreview.org
marxist.com,monthlyreview.org
bust.com,bitchmedia.org
bust.com,amightygirl.com
egbertowillies.com,jmmi-headquarters.org
egbertowillies.com,exitchurchianity.com
egbertowillies.com,apostledavidtaylor.com
egbertowillies.com,davidetaylor.org
egbertowillies.com,politicsdoneright.com
evonomics.com,onthecommons.org
evonomics.com,ineteconomics.org
evonomics.com,economistsview.typepad.com
evonomics.com,basicincome.org
evonomics.com,iea.org.uk
foreignpolicyjournal.com,ifamericaknew.org
foreignpolicyjournal.com,911review.com
foreignpolicyjournal.com,israeladvocacy.net
foreignpolicyjournal.com,wtc7.net
foreignpolicyjournal.com,paulcraigroberts.org
iowastartingline.com,bleedingheartland.com
iowastartingline.com,iowademocrats.org
iowastartingline.com,fredhubbell.com
iowastartingline.com,iowagop.org
iowastartingline.com,iowapublicradio.org
greenvillegazette.com,ellenfaninsider.wordpress.com
greenvillegazette.com,farmbaby.org
greenvillegazette.com,hefnerplumbing.com
greenvillegazette.com,trendzified.net
greenvillegazette.com,therealconspiracyforum.com
leftfootforward.org,totalpolitics.com
leftfootforward.org,labourlist.org
leftfootforward.org,mediareform.org.uk
leftfootforward.org,albionmill.org.uk
leftfootforward.org,order-order.com
ir.net,brian-krassenstein.wikidot.com
ir.net,edkrassenstein.com
ir.net,foxnewscomments.com
ir.net,thesternfacts.com
ir.net,creativeonion.me
extranewsfeed.com,rlslawyers.com
extranewsfeed.com,encounterbooks.com
extranewsfeed.com,leadstories.com
foreignpolicynews.org,frosina.org
foreignpolicynews.org,southasianvoices.org
foreignpolicynews.org,whynationsfail.com
foreignpolicynews.org,pscore.org
foreignpolicynews.org,albanianstudies.weebly.com
canadiandimension.com,healthcoalition.ca
canadiandimension.com,canadian-healthcare.org
canadiandimension.com,socialistproject.ca
canadiandimension.com,rabble.ca
canadiandimension.com,ndp.ca
itsgoingdown.org,antifascistnews.net
itsgoingdown.org,unicornriot.ninja
itsgoingdown.org,anarchistnews.org
itsgoingdown.org,officialproudboys.com
itsgoingdown.org,crimethinc.com
globalvoices.org,cpj.org
electoral-vote.com,electoralvotemap.com
electoral-vote.com,electionprojection.com
electoral-vote.com,nationalpopularvote.com
electoral-vote.com,centerforpolitics.org
electoral-vote.com,cookpolitical.com
leftoverrights.com,foreamerica.com
leftoverrights.com,dhspa.net
leftoverrights.com,sideshow.me.uk
leftoverrights.com,bluewave-2018.com
leftoverrights.com,alertapolitica.org
inequalitymedia.org,jacobkornbluth.com
inequalitymedia.org,adamreich.org
inequalitymedia.org,inequalityforall.com
inequalitymedia.org,robertreich.org
inequalitymedia.org,theopportunityinstitute.org
feministcurrent.com,theterfs.com
feministcurrent.com,transadvocate.com
feministcurrent.com,gendertrender.wordpress.com
feministcurrent.com,sjwiki.org
feministcurrent.com,femmagazine.com
liberalamerica.org,liberalamerica.life
liberalamerica.org,momshieb.blog
liberalamerica.org,offthemainpage.com
liberalamerica.org,reverbpress.news
jacobinmag.com,thenation.com
jacobinmag.com,theintercept.com
jacobinmag.com,versobooks.com
jacobinmag.com,counterpunch.org
jacobinmag.com,commondreams.org
electronicintifada.net,mondoweiss.net
electronicintifada.net,middleeastmonitor.com
electronicintifada.net,972mag.com
electronicintifada.net,middleeasteye.net
electronicintifada.net,imemc.org
guardianlv.com,playonwords.com
guardianlv.com,creativecriminals.com
guardianlv.com,divorcedebbie.com
guardianlv.com,autismsupportnetwork.com
juancole.com,palestinechronicle.com
juancole.com,mythsandfacts.org
juancole.com,imemc.org
juancole.com,phoenicia.org
juancole.com,mondoweiss.net
dailydot.com,knowyourmeme.com
dailydot.com,vice.com
dailydot.com,buzzfeednews.com
dailydot.com,variety.com
dailydot.com,newsweek.com
liberalexaminer.com,usatodaynews.live
liberalexaminer.com,lifestyle9.com
jezebel.com,theroot.com
jezebel.com,avclub.com
jezebel.com,theinventory.com
jezebel.com,deadspin.com
jezebel.com,thetakeout.com
good.is,dailyinfographic.com
good.is,flowingdata.com
good.is,coolinfographics.com
good.is,infographicsshowcase.com
good.is,infographicsarchive.com
freepress.org,columbusfreepress.com
freepress.org,carlbernstein.com
freepress.org,waynepeterson.net
freepress.org,criticalcomms.com
freepress.org,beaconfellows.org
theguardiansofdemocracy.com,politicaldig.com
theguardiansofdemocracy.com,latest.com
theguardiansofdemocracy.com,truthexam.com
theguardiansofdemocracy.com,shareblue.com
theguardiansofdemocracy.com,newsvideoclip.tv
feministing.com,everydayfeminism.com
feministing.com,minus18.org.au
feministing.com,feministcurrent.com
feministing.com,transstudent.org
feministing.com,msmagazine.com
ips-dc.org,fpif.org
ips-dc.org,inequality.org
ips-dc.org,nationalpriorities.org
ips-dc.org,otherwords.org
ips-dc.org,poorpeoplescampaign.org
samuel-warde.com,kittyhawkfd.com
samuel-warde.com,resistancereport.com
samuel-warde.com,nfldraft.wiki
samuel-warde.com,freefacebooktutorials.com
samuel-warde.com,themusicchannellive.com
mediaite.com,dnyuz.com
mediaite.com,trust.org
mediaite.com,dailycaller.com
mediaite.com,rawstory.com
mediaite.com,washingtonexaminer.com
frnewsreport.com,frnewsreport.com
leftvoice.org,socialistalternative.org
leftvoice.org,dsausa.org
leftvoice.org,isj.org.uk
leftvoice.org,socialism.com
leftvoice.org,newpol.org
fifthestate.org,dennisfox.net
fifthestate.org,anarchistlibraries.net
fifthestate.org,anarchistagency.com
fifthestate.org,genbriand.com.ar
fifthestate.org,polyfor.us
mondoweiss.net,electronicintifada.net
mondoweiss.net,972mag.com
mondoweiss.net,palestinechronicle.com
mondoweiss.net,imemc.org
mondoweiss.net,middleeastmonitor.com
liberationnews.org,pslweb.org
liberationnews.org,liberationschool.org
liberationnews.org,adamtownsend.me
liberationnews.org,ghionjournal.com
liberationnews.org,vvof.org
lavendermagazine.com,tcpride.org
lavendermagazine.com,lushmpls.com
lavendermagazine.com,outfront.org
lavendermagazine.com,theleatherjournal.com
lavendermagazine.com,twincitiesquorum.com
freedomnews.org.uk,covidmutualaid.org
freedomnews.org.uk,nbinformation.com
freedomnews.org.uk,freedompress.org.uk
freedomnews.org.uk,togethertv.com
freedomnews.org.uk,actiontogether.org.uk
moonofalabama.org,off-guardian.org
moonofalabama.org,consortiumnews.com
moonofalabama.org,southfront.org
moonofalabama.org,ronpaulinstitute.org
moonofalabama.org,thesaker.is
mediamatters.org,mediaite.com
mediamatters.org,rawstory.com
mediamatters.org,mediabiasfactcheck.com
mediamatters.org,rightwingwatch.org
mediamatters.org,newsbusters.org
huffingtonpost.com,slate.com
huffingtonpost.com,people.com
huffingtonpost.com,washingtonpost.com
huffingtonpost.com,ilivid.com
huffingtonpost.com,cnn.com
gq.com,esquire.com
gq.com,menshealth.com
gq.com,nymag.com
gq.com,complex.com
gq.com,highsnobiety.com
newint.org,notesmania9.blogspot.com
newint.org,cowspiracy.com
newint.org,brycchancarey.com
newint.org,openborders.info
newint.org,ifg.org
littlegreenfootballs.com,thethankfulheart.wordpress.com
littlegreenfootballs.com,chucklorre.com
littlegreenfootballs.com,thediaryofdaedalus.com
littlegreenfootballs.com,bobcesca.com
inthesetimes.com,jacobinmag.com
inthesetimes.com,talkingpointsmemo.com
inthesetimes.com,labornotes.org
inthesetimes.com,dsausa.org
inthesetimes.com,commondreams.org
hrc.org,glaad.org
hrc.org,transequality.org
hrc.org,advocate.com
hrc.org,livingout.org
hrc.org,lgbtmap.org
lgbtqnation.com,pinknews.co.uk
lgbtqnation.com,queerty.com
lgbtqnation.com,advocate.com
lgbtqnation.com,out.com
lgbtqnation.com,commondreams.org
motherjones.com,politico.com
motherjones.com,thehill.com
motherjones.com,msnbc.com
motherjones.com,theintercept.com
motherjones.com,rawstory.com
bradford-delong.com,delong.typepad.com
bradford-delong.com,equitablegrowth.org
bradford-delong.com,j-bradford-delong.net
bradford-delong.com,sigervanbrabant.be
bradford-delong.com,livinganthropologically.com
meduza.io,rbc.ru
meduza.io,novayagazeta.ru
meduza.io,lenta.ru
meduza.io,gazeta.ru
meduza.io,vedomosti.ru
newpol.org,leftvoice.org
newpol.org,internationalviewpoint.org
newpol.org,isreview.org
newpol.org,solidarity-us.org
newpol.org,isj.org.uk
pinknews.co.uk,advocate.com
pinknews.co.uk,out.com
pinknews.co.uk,pride.com
pinknews.co.uk,queerty.com
pinknews.co.uk,lgbtqnation.com
newsweek.com,thehill.com
newsweek.com,nbcnews.com
newsweek.com,politico.com
newsweek.com,nypost.com
newsweek.com,foxnews.com
progressiveliberal.net,teapainusa.wordpress.com
progressiveliberal.net,middlebororeview.blogspot.com
progressiveliberal.net,slithy-toves.com
progressiveliberal.net,theproudliberal.org
progressiveliberal.net,dickdevos.com
front.moveon.org,actionnetwork.org
front.moveon.org,thepetitionsite.com
front.moveon.org,everyaction.com
front.moveon.org,colorofchange.org
front.moveon.org,justiceforbreonna.org
libcom.org,marxists.org
libcom.org,versobooks.com
libcom.org,theanarchistlibrary.org
libcom.org,jacobinmag.com
libcom.org,marxist.com
newrepublic.com,thenation.com
newrepublic.com,nationalreview.com
newrepublic.com,realclearpolitics.com
newrepublic.com,politico.com
newrepublic.com,motherjones.com
merryjane.com,hightimes.com
merryjane.com,cannabisbusinesstimes.com
merryjane.com,thefreshtoast.com
merryjane.com,herb.co
merryjane.com,cannabisnow.com
politicaldig.com,bipartisanreport.com
politicaldig.com,gazettestar.com
politicaldig.com,washingtonpress.com
politicaldig.com,latest.com
politicaldig.com,theguardiansofdemocracy.com
north99.org,pressprogress.ca
north99.org,leadnow.ca
north99.org,anti-racistcanada.blogspot.com
north99.org,ricochet.media
north99.org,ubiworks.ca
mashable.com,techcrunch.com
mashable.com,theverge.com
mashable.com,wired.com
mashable.com,businessinsider.com
mashable.com,forbes.com
msmagazine.com,thehotline.org
msmagazine.com,feminist.org
msmagazine.com,womenandpolicing.com
msmagazine.com,bitchmedia.org
msmagazine.com,rewire.news
palmerreport.com,politicaltribune.org
palmerreport.com,politicususa.com
palmerreport.com,rawstory.com
palmerreport.com,politicalflare.com
palmerreport.com,dailykos.com
miaminewtimes.com,miamiandbeaches.com
miaminewtimes.com,miamiherald.com
miaminewtimes.com,browardpalmbeach.com
miaminewtimes.com,miamidade.gov
miaminewtimes.com,local10.com
resilience.org,postcarbon.org
resilience.org,p2pfoundation.net
resilience.org,oilprice.com
resilience.org,permaculturenews.org
resilience.org,vergepermaculture.ca
projectcensored.org,aardvark.co.nz
projectcensored.org,waterpoweredcar.com
projectcensored.org,solari.com
projectcensored.org,sevenstories.com
projectcensored.org,dailybrainfreeze.com
rawstory.com,mediaite.com
rawstory.com,dailykos.com
rawstory.com,msnbc.com
rawstory.com,alternet.org
rawstory.com,crooksandliars.com
meanlefthook.com,yogalifepw.com
meanlefthook.com,anansiwebworks.com
msnbc.com,thehill.com
msnbc.com,realclearpolitics.com
msnbc.com,politico.com
msnbc.com,axios.com
msnbc.com,washingtonexaminer.com
newstatesman.com,spectator.co.uk
newstatesman.com,thetimes.co.uk
newstatesman.com,nybooks.com
newstatesman.com,newrepublic.com
newstatesman.com,opendemocracy.net
pastemagazine.com,uproxx.com
pastemagazine.com,collider.com
pastemagazine.com,vulture.com
pastemagazine.com,indiewire.com
pastemagazine.com,rollingstone.com
proudemocrat.com,abncnews.com
proudemocrat.com,democraticmoms.com
proudemocrat.com,dresstle.com
proudemocrat.com,egyptianlng.com
proudemocrat.com,globaldmag.com
middleeastmonitor.com,middleeasteye.net
middleeastmonitor.com,al-monitor.com
middleeastmonitor.com,trtworld.com
middleeastmonitor.com,dailysabah.com
middleeastmonitor.com,arabnews.com
nowtoronto.com,blogto.com
nowtoronto.com,torontolife.com
nowtoronto.com,toronto.com
nowtoronto.com,cp24.com
nowtoronto.com,toronto.ca
readingthepictures.org,ryandueck.com
readingthepictures.org,hoaxeye.com
readingthepictures.org,uncensoredhistory.blogspot.com
readingthepictures.org,ledgeofliberty.com
readingthepictures.org,officialblackgunsmatter.com
salon.com,thedailybeast.com
salon.com,politico.com
salon.com,thehill.com
salon.com,slate.com
salon.com,nydailynews.com
rewire.news,fimfiction.net
rewire.news,flattr.com
rewire.news,guttmacher.org
rewire.news,artfire.com
rewire.news,archilovers.com
politicususa.com,rawstory.com
politicususa.com,palmerreport.com
politicususa.com,alternet.org
politicususa.com,lawandcrime.com
politicususa.com,mediaite.com
nymag.com,vox.com
nymag.com,politico.com
nymag.com,thewirecutter.com
nymag.com,thehill.com
nymag.com,nypost.com
readersupportednews.org,usanews.ca
readersupportednews.org,heisenbergreport.com
readersupportednews.org,thepoliticalforums.com
readersupportednews.org,opednews.com
readersupportednews.org,bestewallet.com
peacock-panache.com,chrisforgov.com
peacock-panache.com,collegeofcomplexes.org
peacock-panache.com,sheilakennedy.net
peacock-panache.com,memepoliceman.com
peacock-panache.com,andrewbrenner.com
scarymommy.com,mother.ly
scarymommy.com,todaysparent.com
scarymommy.com,fatherly.com
scarymommy.com,parents.com
scarymommy.com,verywellfamily.com
modernliberals.com,politicalgarbagechute.com
revcom.us,thebobavakianinstitute.org
revcom.us,refusefascism.org
revcom.us,cpusa.org
revcom.us,tufuturovale.com
revcom.us,bannedthought.net
popularresistance.org,cagedbirdmagazine.com
popularresistance.org,nelsonmandelabyluisewolfram.weebly.com
popularresistance.org,resistancecalendar.org
popularresistance.org,thesocialchangeagency.org
popularresistance.org,gabriellagiudici.it
newyorker.com,theatlantic.com
newyorker.com,vanityfair.com
newyorker.com,vox.com
newyorker.com,politico.com
newyorker.com,npr.org
pfaw.org,afj.org
pfaw.org,civilrights.org
pfaw.org,vettingroom.org
pfaw.org,rightwingwatch.org
pfaw.org,fedsoc.org
queerty.com,towleroad.com
queerty.com,out.com
queerty.com,pinknews.co.uk
queerty.com,advocate.com
queerty.com,lgbtqnation.com
redpepper.org.uk,epiccareering.com
redpepper.org.uk,rs21.org.uk
redpepper.org.uk,endofcapitalism.com
redpepper.org.uk,redpepper.land
redpepper.org.uk,encinoemploymentlawyer.com
molad.org,regthink.org
molad.org,sixtyone.co.il
molad.org,izs.org.il
molad.org,shaularieli.com
molad.org,danigutwein.wordpress.com
onegreenplanet.org,peta.org
onegreenplanet.org,minimalistbaker.com
onegreenplanet.org,livekindly.co
onegreenplanet.org,forksoverknives.com
onegreenplanet.org,lovingitvegan.com
reverbpress.news,reverbpress.com
reverbpress.news,rpnewswire.com
reverbpress.news,liberalamerica.life
reverbpress.news,trybus.com
reverbpress.news,christianheritagefellowship.com
shadowproof.com,latinainstitute.org
shadowproof.com,mintpressnews.com
people.com,eonline.com
people.com,usmagazine.com
people.com,dailymail.co.uk
people.com,tmz.com
people.com,pagesix.com
sourcewatch.org,desmogblog.com
sourcewatch.org,mediabiasfactcheck.com
sourcewatch.org,prwatch.org
sourcewatch.org,power-eng.com
sourcewatch.org,allsides.com
opednews.com,thebaynet.com
opednews.com,quibblo.com
opednews.com,technicpack.net
opednews.com,goodnewsnetwork.org
opednews.com,marketbusinessnews.com
rabble.ca,ipolitics.ca
rabble.ca,pressprogress.ca
rabble.ca,canadiandimension.com
rabble.ca,nationalobserver.com
rabble.ca,hilltimes.com
shareblue.com,inticweb.com
shareblue.com,bingweeklyquiz.com
shareblue.com,latest.com
shareblue.com,shapell.org
shareblue.com,newscurrents.com
pravdareport.com,tass.com
pravdareport.com,themoscowtimes.com
pravdareport.com,uawire.org
pravdareport.com,southfront.org
pravdareport.com,unian.info
americanindependent.com,rawstory.com
americanindependent.com,buzzflash.com
americanindependent.com,aipca.org
americanindependent.com,americanindependentinc.com
americanindependent.com,aiico.com
newshounds.us,thepowerhour.com
newshounds.us,ihatethemedia.com
newshounds.us,crooksandliars.com
newshounds.us,mountrantmore.com
newshounds.us,hannity.com
photographyisnotacrime.com,blackcoatmedia.org
photographyisnotacrime.com,thebottomlineat.blogspot.com
photographyisnotacrime.com,calro.org
photographyisnotacrime.com,njlp.org
photographyisnotacrime.com,mimesislaw.com
rantt.com,geekpsychologist.com
rantt.com,anxiousminds.org
rantt.com,texasgop.org
rantt.com,collincountygop.org
rantt.com,maxroseforcongress.com
slate.com,theatlantic.com
slate.com,vox.com
slate.com,npr.org
slate.com,cbsnews.com
slate.com,nbcnews.com
pressprogress.ca,north99.org
pressprogress.ca,canadalandshow.com
pressprogress.ca,ontariopc.ca
pressprogress.ca,campaignlifecoalition.com
pressprogress.ca,ipolitics.ca
splinternews.com,thinkprogress.org
splinternews.com,mediaite.com
splinternews.com,washingtonexaminer.com
splinternews.com,thehill.com
splinternews.com,theroot.com
the-daily.buzz,eprojectfreetv.com
the-daily.buzz,thevoodle.com
the-daily.buzz,projectfreetv.network
the-daily.buzz,alltheragefaces.com
the-daily.buzz,prfrtv.co
smirkingchimp.com,smirkingtrump.com
smirkingchimp.com,jefftiedrich.com
smirkingchimp.com,englishprof-playinthedirt.blogspot.com
smirkingchimp.com,familienrechtszentrum.de
smirkingchimp.com,scholarsandrogues.com
redyouth.org,4strugglemag.org
redyouth.org,cpgb-ml.org
redyouth.org,lalkar.org
redyouth.org,workersspatula.wordpress.com
redyouth.org,stalinsociety.org
rappler.com,abs-cbn.com
rappler.com,inquirer.net
rappler.com,cnnphilippines.com
rappler.com,philstar.com
rappler.com,gmanetwork.com
prospect.org,jacobinmag.com
prospect.org,thenation.com
prospect.org,commondreams.org
prospect.org,newrepublic.com
prospect.org,epi.org
rightwingwatch.org,mediamatters.org
rightwingwatch.org,rawstory.com
rightwingwatch.org,banned.video
rightwingwatch.org,jimbakkershow.com
rightwingwatch.org,politicalresearch.org
nationofchange.org,progressivenetwork.wordpress.com
nationofchange.org,tdmsresearch.com
nationofchange.org,genieoilgas.com
nationofchange.org,boycottkochbrothers.com
nationofchange.org,prinforma.com
progressivearmy.com,votesarahsmith.com
progressivearmy.com,brandnewcongress.org
progressivearmy.com,democraticcoalition.org
progressivearmy.com,cathymyersforcongress.com
progressivearmy.com,candidateswithacontract.com
republicanssucks.org,theskunk.org
republicanssucks.org,tsadakay.com
republicanssucks.org,republicanssuck.org
republicanssucks.org,republicansexposed.org
republicanssucks.org,reverbpress.com
worldsocialism.org,peerform.com
worldsocialism.org,capitalism.org
worldsocialism.org,slp.org
worldsocialism.org,socialistreview.org.uk
worldsocialism.org,isj.org.uk
