source,target,weight
wsws.org,jacobinmag.com,7.0
conservativetribune.com,joeforamerica.com,1.3
texasmonthly.com,texastribune.org,14.9
dailycaller.com,townhall.com,27.4
betootaadvocate.com,couriermail.com.au,5.8
nydailynews.com,thedailybeast.com,20.6
frc.org,lifenews.com,2.4
studionewsnetwork.com,filmingcops.com,3.2
ntknetwork.com,freebeacon.com,1.4
freedomoutpost.com,oathkeepers.org,4.5
splinternews.com,washingtonexaminer.com,3.8
recode.net,techcrunch.com,5.7
popularmechanics.com,consumerreports.org,11.5
newscientist.com,scientificamerican.com,13.0
fpri.org,jamestown.org,1.8
theguardiansofdemocracy.com,politicaldig.com,3.0
worldnewsdailyreport.com,notallowedto.com,1.9
feministing.com,everydayfeminism.com,2.1
altoday.com,alreporter.com,16.3
filmingcops.com,studionewsnetwork.com,3.2
patriotpost.us,frontpagemag.com,10.0
breitbart.com,theblaze.com,19.7
politicalsitenews.com,politicalsitenews.com,0.5
dailymail.co.uk,nypost.com,33.2
democraticreview.com,democraticreview.com,0.5
conservativefiringline.com,libertyunyielding.com,4.5
freedomhouse.org,cpj.org,3.9
japantoday.com,japantimes.co.jp,20.8
realclearpolitics.com,politico.com,27.9
voanews.com,aljazeera.com,12.7
townhall.com,pjmedia.com,26.6
bearingarms.com,twitchy.com,17.6
now8news.com,notallowedto.com,5.1
usaconservativereport.com,usaconservativereport.com,0.5
deepleftfield.info,bluedotdaily.com,1.2
atimes.com,thediplomat.com,3.1
independent.co.uk,dailymail.co.uk,30.2
chicagotribune.com,cbsnews.com,19.1
chicago.suntimes.com,wgntv.com,24.6
discovermagazine.com,newscientist.com,9.4
epi.org,americanprogress.org,9.9
news.harvard.edu,healthline.com,30.3
voiceofeurope.com,thegatewaypundit.com,4.1
nationalreview.com,washingtonexaminer.com,28.6
alternet.org,dailykos.com,10.1
herald-review.com,news-gazette.com,3.5
offendedamerica.com,offendedamerica.com,0.5
insidesources.com,freebeacon.com,5.3
theaustralian.com.au,dailytelegraph.com.au,29.1
nwitimes.com,wgntv.com,5.4
cnsnews.com,frontpagemag.com,13.7
americanindependent.com,rawstory.com,3.8
villagevoice.com,amny.com,2.1
wsj.com,cnn.com,30.3
truthrevolt.org,louderwithcrowder.com,2.0
en-volve.com,conservativefighters.com,1.9
middleeastmonitor.com,dailysabah.com,12.8
inquirer.net,rappler.com,55.0
truthuncensored.net,oathkeepers.org,3.4
votesmart.org,opensecrets.org,14.1
thepeoplestruth.com,thepeoplestruth.com,0.5
patriotfires.com,patriotfires.com,0.5
calgaryherald.com,calgarysun.com,19.6
slate.com,cbsnews.com,17.7
thequint.com,thewire.in,31.7
timesofisrael.com,jpost.com,39.6
amgreatness.com,spectator.org,27.2
thestar.com,ctvnews.ca,37.2
rightalerts.com,rightalerts.com,0.5
aol.com,foxnews.com,12.1
cnsnews.com,dailycaller.com,14.3
smithsonianmag.com,theatlantic.com,12.2
consortiumnews.com,antiwar.com,3.3
bluntforcetruth.com,teaparty.org,2.3
erlc.com,christianitytoday.com,5.0
magapill.com,stonecoldtruth.com,2.6
bullshitnews.org,bullshitnews.org,0.5
prospect.org,newrepublic.com,5.7
alreporter.com,yellowhammernews.com,12.3
journalnow.com,newsobserver.com,8.2
salon.com,thehill.com,14.2
star-telegram.com,texastribune.org,13.9
crooksandliars.com,talkingpointsmemo.com,8.8
pgpf.org,crfb.org,11.0
realtimepolitics.com,realtimepolitics.com,0.5
louderwithcrowder.com,twitchy.com,4.1
o4anews.com,tribunist.com,8.0
thepublicdiscourse.com,lifesitenews.com,2.0
nautil.us,aeon.co,6.9
news24.com,timeslive.co.za,41.9
truthinmedia.com,capitalresearch.org,2.0
oann.com,newsbusters.org,13.4
therightstuff.biz,antifascistnews.net,4.0
freepress.net,fightforthefuture.org,3.4
pastemagazine.com,uproxx.com,14.9
thenewcivilrightsmovement.com,crooksandliars.com,2.0
newser.com,dailycaller.com,6.9
algemeiner.com,jns.org,20.6
timeslive.co.za,news24.com,41.9
economist.com,wsj.com,14.5
courier-journal.com,kentucky.com,23.3
theproudliberal.org,progressiveliberal.net,3.2
change.org,dailymail.co.uk,10.3
squawker.org,magapill.com,2.4
pogo.org,govexec.com,1.6
hermancain.com,canadafreepress.com,2.0
lifesitenews.com,lifenews.com,17.9
knoxreport.com,knoxreport.com,0.5
dailymail.co.uk,thesun.co.uk,33.6
rawstory.com,crooksandliars.com,14.9
weeklystandard.com,realclearpolitics.com,4.2
christianitytoday.com,christianpost.com,21.9
migrationpolicy.org,fairus.org,8.8
jacobinmag.com,theintercept.com,10.1
therealnews.com,truthdig.com,1.7
scotusblog.com,abovethelaw.com,8.7
theproudliberal.org,proudemocrat.com,5.6
jezebel.com,deadspin.com,13.6
speakgov.com,speakgov.com,0.5
heavy.com,people.com,14.4
democraticunderground.com,rawstory.com,7.8
realclearpolitics.com,washingtonexaminer.com,29.7
townhall.com,thegatewaypundit.com,25.2
insidesources.com,pjmedia.com,3.1
newsbusters.org,redstate.com,20.2
libertyheadlines.com,teaparty.org,1.8
guns.com,ammoland.com,27.3
theodysseyonline.com,buzzfeed.com,7.4
renewamerica.com,canadafreepress.com,1.8
nationalnewswatch.com,ipolitics.ca,4.7
al-monitor.com,middleeastmonitor.com,22.2
washingtonexaminer.com,dailycaller.com,31.6
theduran.com,russia-insider.com,2.4
cumberlink.com,pennlive.com,3.6
rappler.com,inquirer.net,55.0
ocweekly.com,ocregister.com,4.3
pjmedia.com,americanthinker.com,25.1
thewest.com.au,theaustralian.com.au,16.1
cbsnews.com,foxnews.com,33.6
steadfastandloyal.com,puppetstringnews.com,2.7
salon.com,politico.com,14.3
epi.org,nber.org,7.3
newsmax.com,breitbart.com,17.6
conservapedia.com,lifesitenews.com,5.2
mises.org,lewrockwell.com,8.6
londonwebnews.com,americablog.com,1.8
unclesamsmisguidedchildren.com,madworldnews.com,2.0
stocksnewsdaily.com,stocksnewsdaily.com,0.5
freedomcrossroads.com,freedomcrossroads.com,0.5
dailykos.com,talkingpointsmemo.com,12.8
renewamerica.com,newswithviews.com,2.4
lifesitenews.com,churchmilitant.com,17.3
louderwithcrowder.com,dailywire.com,8.8
financialpost.com,globalnews.ca,23.2
freebeacon.com,redstate.com,20.2
gopusa.com,pacificpundit.com,2.0
express.co.uk,dailymail.co.uk,26.5
newsbreakshere.com,consnation.com,2.8
economictimes.indiatimes.com,ndtv.com,62.1
leadstories.com,huzlers.com,9.9
conservativefighters.com,ilovemyfreedom.org,3.1
hindustantimes.com,indianexpress.com,63.5
calgarysun.com,calgaryherald.com,19.6
timesofindia.indiatimes.com,ndtv.com,62.1
nationalmemo.com,shareblue.com,2.6
washingtontimes.com,dailycaller.com,22.1
middleeastmonitor.com,al-monitor.com,22.2
people.com,dailymail.co.uk,25.8
alreporter.com,altoday.com,16.3
currentaffairs.org,dailykos.com,3.3
therantidote.com,therantidote.com,0.5
dailykos.com,rawstory.com,16.8
lynx.media,conservative101.com,3.0
americanprogress.org,heritage.org,7.6
news.harvard.edu,webmd.com,26.4
thegatewaypundit.com,redstate.com,25.6
workers.org,marxist.com,1.7
almasdarnews.com,presstv.com,8.7
futureinamerica.com,futureinamerica.com,0.5
ricochet.com,twitchy.com,7.0
madworldnews.com,thegatewaypundit.com,2.7
afa.net,lifesitenews.com,5.7
mirror.co.uk,thesun.co.uk,39.0
crooksandliars.com,dailykos.com,8.9
dailytelegraph.com.au,9news.com.au,20.8
empirenews.net,now8news.com,1.6
seattlepi.com,seattletimes.com,12.3
pri.org,aljazeera.com,2.3
adelaidenow.com.au,theaustralian.com.au,18.5
wsj.com,marketwatch.com,41.7
bizpacreview.com,americanthinker.com,16.3
washingtonexaminer.com,thehill.com,31.9
jihadwatch.org,barenakedislam.com,5.7
polygraph.info,uawire.org,2.7
thehill.com,washingtonexaminer.com,31.9
bluedotdaily.com,thesternfacts.com,4.1
consmovement.com,consmovement.com,0.5
adelaidenow.com.au,dailytelegraph.com.au,18.9
newyorker.com,politico.com,20.2
dailysignal.com,redstate.com,12.9
metro.us,amny.com,4.1
realclearpolitics.com,thehill.com,28.3
worldnewsdailyreport.com,empirenews.net,1.6
politicalmayhem.news,politicalmayhem.news,0.5
politico.com,foxnews.com,30.2
bluntforcetruth.com,bigleaguepolitics.com,2.1
pri.org,hrw.org,1.7
newstatesman.com,opendemocracy.net,4.5
factcheck.org,nationalreview.com,13.5
mintpressnews.com,thegatewaypundit.com,3.9
bluntforcetruth.com,thegatewaypundit.com,4.5
westmonster.com,voiceofeurope.com,2.3
therightscoop.com,weaselzippers.us,16.3
cnsnews.com,freebeacon.com,13.8
healthline.com,webmd.com,73.8
afr.com,theaustralian.com.au,37.6
commentarymagazine.com,amgreatness.com,6.3
therebel.media,jihadwatch.org,2.5
therealnews.com,mintpressnews.com,1.6
news.com.au,theaustralian.com.au,25.8
politicaldig.com,theguardiansofdemocracy.com,3.0
breitbart.com,washingtontimes.com,19.4
libertyheadlines.com,thenewamerican.com,8.8
dailyworldinformation.com,dailyworldinformation.com,0.5
miamiherald.com,sun-sentinel.com,28.1
herald-review.com,pantagraph.com,6.6
ifyouonlynews.com,ahtribune.com,1.5
fair.org,aim.org,2.7
barenakedislam.com,jihadwatch.org,5.7
drudge.com,drudgereport.com,23.9
liberalsociety.com,liberalsociety.com,0.5
mirror.co.uk,dailymail.co.uk,29.2
churchmilitant.com,lifesitenews.com,17.3
newrepublic.com,politico.com,10.8
dailyrecord.co.uk,scotsman.com,19.0
standard.net,sltrib.com,11.3
financialpost.com,ctvnews.ca,25.0
canadafreepress.com,independentsentinel.com,27.3
theintercept.com,thehill.com,13.9
ifyouonlynews.com,proudemocrat.com,1.7
washingtonblade.com,advocate.com,5.0
faithwire.com,christianpost.com,6.4
crfb.org,pgpf.org,11.0
newrepublic.com,realclearpolitics.com,10.8
americanthinker.com,redstate.com,25.4
eaglerising.com,constitution.com,2.3
businessinsider.com,cnn.com,43.7
frontpagemag.com,freebeacon.com,17.8
desmogblog.com,heartland.org,7.6
slate.com,theatlantic.com,19.9
news.abs-cbn.com,inquirer.net,55.8
washingtonexaminer.com,nationalreview.com,28.6
talkingpointsmemo.com,rawstory.com,14.8
tennesseestar.com,thegatewaypundit.com,4.9
chroniclesofdemocracy.com,chroniclesofdemocracy.com,0.5
frontpagemag.com,twitchy.com,19.2
thenewamerican.com,independentsentinel.com,19.6
amgreatness.com,americanthinker.com,31.3
economyincrisis.org,economyincrisis.org,0.5
washingtontimes.com,realclearpolitics.com,20.8
france24-tv.com,france24-tv.com,0.5
conservativepost.com,conservativefighters.com,3.0
steadfastandloyal.com,theblacksphere.net,3.3
frontpagemag.com,pjmedia.com,17.2
cnsnews.com,lifesitenews.com,14.8
vox.com,npr.org,32.0
washingtonmonthly.com,talkingpointsmemo.com,5.9
lifezette.com,libertyunyielding.com,17.9
newyorker.com,vox.com,21.1
discovermagazine.com,scientificamerican.com,9.2
alternet.org,rawstory.com,15.1
nypost.com,dailymail.co.uk,33.2
capoliticalreview.com,calwatchdog.com,3.8
factcheck.org,politifact.com,35.8
leadstories.com,babylonbee.com,7.1
memri.org,al-monitor.com,2.9
clashdaily.com,pjmedia.com,3.5
antifascistnews.net,therightstuff.biz,4.0
theproudliberal.org,democraticmoms.com,4.2
unclesamsmisguidedchildren.com,conservativefiringline.com,4.4
slate.com,npr.org,17.9
news.sky.com,mirror.co.uk,15.2
intellectualtakeout.org,redstate.com,3.4
thegatewaypundit.com,americanthinker.com,23.5
amren.com,unz.com,1.8
religionnews.com,christianitytoday.com,14.5
jpost.com,forward.com,14.5
chicksontheright.com,chicksontheright.com,0.5
townhall.com,twitchy.com,27.4
monthlyreview.org,marxist.com,3.9
reagancoalition.com,dailyheadlines.net,2.2
miaminewtimes.com,miamiherald.com,16.4
foxnews.com,usatoday.com,34.6
nydailynews.com,cbsnews.com,21.1
theproudliberal.org,bluedotdaily.com,1.7
news.sky.com,thesun.co.uk,14.1
unclesamsmisguidedchildren.com,thepostemail.com,2.6
triggerreset.net,dailyheadlines.net,1.9
undergroundjournalist.org,undergroundjournalist.org,0.5
newsbusters.org,twitchy.com,25.0
mcall.com,pennlive.com,13.5
the-daily-news.co.uk,the-daily-news.co.uk,0.5
jpost.com,timesofisrael.com,39.6
freebeacon.com,twitchy.com,20.0
newsbiscuit.com,dailysquib.co.uk,2.7
townhall.com,dailycaller.com,27.4
washingtonexaminer.com,washingtontimes.com,28.8
indianexpress.com,hindustantimes.com,63.5
foxnews.com,cnn.com,34.8
bipartisanreport.com,washingtonpress.com,3.1
pri.org,voanews.com,1.7
weeklystandard.com,nationalreview.com,4.5
redice.tv,antifascistnews.net,2.7
freepress.net,sbgi.net,2.3
dailycaller.com,washingtonexaminer.com,31.6
redstate.com,twitchy.com,32.6
morningconsult.com,realclearpolitics.com,5.8
thinkprogress.org,msnbc.com,4.1
world.wng.org,lifesitenews.com,1.5
thenews.com.pk,dawn.com,59.4
aeon.co,quantamagazine.org,7.6
focusonthefamily.com,christianitytoday.com,13.8
triblive.com,pennlive.com,12.3
gopusa.com,100percentfedup.com,1.7
progressiveliberal.net,theproudliberal.org,3.2
nova-magazine.net,bizstandardnews.com,6.1
thedailybeast.com,politico.com,24.7
couriermail.com.au,theaustralian.com.au,21.1
newsthump.com,thecanary.co,1.5
republicworld.com,hindustantimes.com,35.7
thewest.com.au,adelaidenow.com.au,15.5
proudemocrat.com,democraticmoms.com,7.0
washingtonblade.com,lgbtqnation.com,5.5
conservativefiringline.com,unclesamsmisguidedchildren.com,4.4
independent.co.uk,express.co.uk,25.8
irena.org,iea.org,18.2
fightforthefuture.org,freepress.net,3.4
lifezette.com,americanthinker.com,16.8
gopusa.com,independentsentinel.com,1.8
bigthink.com,scientificamerican.com,6.3
crimethinc.com,itsgoingdown.org,3.5
conservativedailypost.com,ilovemyfreedom.org,2.3
dailykos.com,msnbc.com,11.1
huzlers.com,babylonbee.com,2.6
dailymail.co.uk,foxnews.com,29.5
mlive.com,detroitnews.com,23.1
huzlers.com,dailysnark.com,2.1
morningconsult.com,rollcall.com,6.3
bigleaguepolitics.com,libertyunyielding.com,24.6
quantamagazine.org,propublica.org,3.5
newsmax.com,dailycaller.com,10.9
nautil.us,discovermagazine.com,1.4
theshovel.com.au,chaser.com.au,2.9
pjmedia.com,thegatewaypundit.com,26.5
vox.com,politico.com,32.1
hoover.org,heritage.org,5.8
spiegel.de,zeit.de,40.0
pluralist.com,bizpacreview.com,2.1
freedomoutpost.com,sonsoflibertymedia.com,6.1
bipartisanpolicy.org,fairus.org,4.3
ilovemyfreedom.org,conservativefighters.com,3.1
inthesetimes.com,talkingpointsmemo.com,3.3
ibtimes.com,inquisitr.com,11.1
teaparty.org,thegatewaypundit.com,6.1
cato.org,aei.org,9.3
humanevents.com,americanthinker.com,6.3
euronews.com,sputniknews.com,26.6
theamericanconservative.com,americanthinker.com,11.7
foxnews.com,cbsnews.com,33.6
freakoutnation.com,freakoutnation.com,0.5
ir.net,thesternfacts.com,2.0
therightscoop.com,bizpacreview.com,15.6
truthuncensored.net,vote.us.org,7.2
ladylibertysnews.com,freedomsfinalstand.com,11.0
thefederalistpapers.org,redstate.com,3.3
dawn.com,thenews.com.pk,59.4
antiwar.com,consortiumnews.com,3.3
aol.com,people.com,13.4
talkingpointsmemo.com,dailykos.com,12.8
iea.org,irena.org,18.2
thenewcivilrightsmovement.com,rawstory.com,2.9
ronpaulinstitute.org,lewrockwell.com,9.3
newshounds.us,crooksandliars.com,3.0
americanprogress.org,epi.org,9.9
politicaldig.com,washingtonpress.com,3.3
thecanary.co,morningstaronline.co.uk,4.2
aei.org,heritage.org,6.8
washingtonmonthly.com,rawstory.com,4.9
washingtontimes.com,washingtonexaminer.com,28.8
secondnexus.com,crooksandliars.com,2.1
sonsoflibertymedia.com,thewashingtonstandard.com,7.2
npr.org,vox.com,32.0
crooksandliars.com,rawstory.com,14.9
cis.org,migrationpolicy.org,20.0
financialexpress.com,indianexpress.com,44.9
christwire.org,christwire.org,0.5
madworldnews.com,pjmedia.com,3.2
pmnightlynews.com,pmnightlynews.com,0.5
worldnewsdailyreport.com,leadstories.com,10.0
freedomsfinalstand.com,ladylibertysnews.com,11.0
theblacksphere.net,steadfastandloyal.com,3.3
defenseone.com,breakingdefense.com,15.6
migrationpolicy.org,cis.org,20.0
therebel.media,ipolitics.ca,2.2
news.cgtn.com,aljazeera.com,7.6
miamiherald.com,tampabay.com,19.0
theguardiansofdemocracy.com,shareblue.com,1.5
democraticmoms.com,theproudliberal.org,4.2
chicagotribune.com,nypost.com,18.9
metro.co.uk,express.co.uk,23.1
itsgoingdown.org,crimethinc.com,3.5
theatlantic.com,politico.com,26.4
thepostemail.com,conservativefiringline.com,1.9
newsandstoriesfromusa.com,newsandstoriesfromusa.com,0.5
allnewspipeline.com,canadafreepress.com,23.3
thatsnonsense.com,hoax-slayer.com,5.8
thinkprogress.org,washingtonexaminer.com,4.4
newsheist.com,newsheist.com,0.5
louderwithcrowder.com,pjmedia.com,5.5
conservapedia.com,humanevents.com,1.8
buzzfeed.com,dailymail.co.uk,17.2
unz.com,takimag.com,12.8
mintpressnews.com,strategic-culture.org,13.8
bipartisanpolicy.org,cis.org,3.5
truebluescoop.com,truebluescoop.com,0.5
chicagotribune.com,usatoday.com,18.6
intellectualtakeout.org,americanthinker.com,5.7
theblaze.com,dailycaller.com,15.9
theamericanconservative.com,amgreatness.com,14.0
democracynow.org,rawstory.com,7.3
empirenews.net,worldnewsdailyreport.com,1.6
omaha.com,journalstar.com,22.4
pluralist.com,louderwithcrowder.com,1.7
dailywire.com,townhall.com,24.8
judicialwatch.org,americanthinker.com,14.8
dailycaller.com,breitbart.com,27.7
uproxx.com,pastemagazine.com,14.9
theintercept.com,politico.com,13.5
theduran.com,strategic-culture.org,3.0
metro.co.uk,dailymail.co.uk,20.7
thehornnews.com,thegatewaypundit.com,3.3
dailysignal.com,americanthinker.com,15.1
mirror.co.uk,metro.co.uk,27.7
weaselzippers.us,bizpacreview.com,10.9
ifyouonlynews.com,occupydemocrats.com,2.2
newsbreakshere.com,americanpatriotdaily.com,1.4
judicialwatch.org,twitchy.com,12.3
newsbusters.org,americanthinker.com,22.4
pewresearch.org,gallup.com,16.4
freewestmedia.com,voiceofeurope.com,2.3
clickhole.com,theonion.com,2.7
clarionproject.org,jihadwatch.org,3.5
100percentfedup.com,bizpacreview.com,15.8
680news.com,torontosun.com,10.3
biggovernment.news,biggovernment.news,0.5
timescolonist.com,vancouversun.com,14.1
thewhim.com,thewhim.com,0.5
aim.org,fair.org,2.7
cis.org,cato.org,8.4
yellowhammernews.com,altoday.com,9.0
spectator.org,amgreatness.com,27.2
missoulian.com,mtstandard.com,8.9
marxist.com,monthlyreview.org,3.9
twitchy.com,townhall.com,27.4
conservative101.com,lynx.media,3.0
dailywire.com,redstate.com,23.4
npr.org,cnn.com,34.5
truthrevolt.org,frontpagemag.com,2.8
amren.com,vdare.com,4.0
libcom.org,marxist.com,3.3
spiked-online.com,americanthinker.com,11.1
twitchy.com,newsbusters.org,25.0
politicaldig.com,bipartisanreport.com,3.9
jihadwatch.org,pjmedia.com,5.2
politico.com,nypost.com,28.3
electronicintifada.net,middleeastmonitor.com,10.2
politifact.com,realclearpolitics.com,17.2
newsday.com,nydailynews.com,9.6
newrepublic.com,nationalreview.com,11.7
bluestemprairie.com,alphanewsmn.com,3.6
thinkprogress.org,thehill.com,4.9
fairus.org,migrationpolicy.org,8.8
spectator.org,americanthinker.com,22.8
newsbiscuit.com,newsthump.com,2.8
politico.com,thehill.com,48.6
factcheck.org,washingtonexaminer.com,14.9
salon.com,nydailynews.com,12.8
thestar.com,globalnews.ca,33.2
thedcgazette.com,thedcgazette.com,0.5
ndtv.com,indianexpress.com,48.9
redstate.com,townhall.com,30.6
express.co.uk,independent.co.uk,25.8
libertynation.com,independentsentinel.com,30.9
thefederalistpapers.org,thegatewaypundit.com,4.4
cctv-america.com,cctv-america.com,0.5
webmd.com,healthline.com,73.8
atimes.com,ejinsight.com,2.5
sun-sentinel.com,orlandosentinel.com,19.4
ibtimes.com,heavy.com,10.1
plymouthpatriotpost.com,plymouthpatriotpost.com,0.5
upi.com,dailycaller.com,8.6
postbulletin.com,twincities.com,5.8
wsj.com,bloomberg.com,37.2
metro.co.uk,independent.co.uk,18.6
newsthump.com,newsbiscuit.com,2.8
readersupportednews.org,opednews.com,1.1
freebeacon.com,townhall.com,20.6
antifascistnews.net,itsgoingdown.org,5.3
newsbusters.org,amgreatness.com,19.3
nydailynews.com,foxnews.com,22.5
thehill.com,politico.com,48.6
legitgov.org,bb4sp.com,2.0
aei.org,cato.org,9.2
redstate.com,pjmedia.com,27.8
dailywire.com,washingtonexaminer.com,25.4
thepostemail.com,unclesamsmisguidedchildren.com,2.6
wnd.com,theblaze.com,14.6
upi.com,washingtontimes.com,9.0
bipartisanreport.com,politicaldig.com,3.9
sun-sentinel.com,miamiherald.com,28.1
extranewsfeed.com,leadstories.com,1.2
chaser.com.au,theshovel.com.au,2.9
cato.org,mises.org,10.2
skyandtelescope.com,space.com,9.1
splinternews.com,thinkprogress.org,4.1
theblaze.com,dailywire.com,18.9
drudgereport.com,breitbart.com,18.2
pantagraph.com,herald-review.com,6.6
twitchy.com,pjmedia.com,28.0
lifenews.com,thenewamerican.com,10.5
faithwire.com,lifesitenews.com,6.3
libertyunyielding.com,libertynation.com,36.4
bizpacreview.com,thegatewaypundit.com,17.0
bitchmedia.org,autostraddle.com,1.7
desmogblog.com,insideclimatenews.org,3.6
ctvnews.ca,thestar.com,37.2
constitution.com,eaglerising.com,2.3
cis.org,fairus.org,21.8
bloomberg.com,wsj.com,37.2
westernjournalism.com,dcclothesline.com,1.1
conservativefiringline.com,100percentfedup.com,3.4
migrationpolicy.org,pewresearch.org,9.8
heritage.org,cato.org,15.0
washingtonpress.com,politicaldig.com,3.3
trofire.com,tytnetwork.com,2.0
washingtonmonthly.com,alternet.org,5.3
theguardian.com,cnn.com,38.7
itsgoingdown.org,antifascistnews.net,5.3
metro.co.uk,thesun.co.uk,31.1
jns.org,algemeiner.com,20.6
crooksandliars.com,alternet.org,9.2
defendevropa.org,voiceofeurope.com,3.3
heavy.com,nypost.com,13.3
neweurope.eu,euobserver.com,3.3
newsthump.com,thedailymash.co.uk,1.7
americanlookout.com,redstate.com,3.6
thenewamerican.com,libertynation.com,21.1
truth-out.org,therealnews.com,1.5
americanthinker.com,amgreatness.com,31.3
thebaffler.com,jacobinmag.com,5.0
patriotpost.us,americanthinker.com,8.5
nautil.us,quantamagazine.org,2.5
opendemocracy.net,carnegieendowment.org,5.5
politifact.com,politico.com,19.8
hoggwatch.com,hoggwatch.com,0.5
dailymail.co.uk,cnn.com,29.3
citizen-times.com,newsobserver.com,10.1
sonsoflibertymedia.com,freedomoutpost.com,6.1
winonadailynews.com,postbulletin.com,3.5
thesun.co.uk,express.co.uk,32.9
gallup.com,pewresearch.org,16.4
realclearpolitics.com,nationalreview.com,26.5
vice.com,theatlantic.com,16.9
defiantamerica.com,defiantamerica.com,0.5
patriotupdate.com,patriotupdate.com,0.5
unz.com,vdare.com,17.5
techxplore.com,medicalxpress.com,4.2
consnation.com,ladylibertysnews.com,5.6
conservativetribune.com,bannedinformation.com,1.5
heritage.org,dailysignal.com,11.8
historynewsnetwork.org,americanheritage.com,1.5
nationalmemo.com,crooksandliars.com,1.9
news.sky.com,aljazeera.com,14.3
nationalreview.com,realclearpolitics.com,26.5
propublica.org,politico.com,10.4
the-american-interest.com,foreignaffairs.com,1.8
cnn.com,businessinsider.com,43.7
mediaequalizer.com,ilovemyfreedom.org,2.5
msnbc.com,politico.com,19.4
conservativefighters.com,conservativemedia.com,3.5
pravdareport.com,uawire.org,1.8
neweurope.eu,euractiv.com,3.3
thehardtimes.net,theonion.com,4.9
theaustralian.com.au,afr.com,37.6
listverse.com,mentalfloss.com,5.3
aei.org,hoover.org,6.9
schmedium.org,schmedium.org,0.5
euobserver.com,euractiv.com,17.0
leftsideofhistory.com,leftsideofhistory.com,0.5
pjmedia.com,townhall.com,26.6
bluetribune.com,bluetribune.com,0.5
lgbtqnation.com,advocate.com,10.9
newsite.thehindu.com,indianexpress.com,49.8
lifenews.com,100percentfedup.com,11.0
70news.wordpress.com,pacificpundit.com,6.0
lewrockwell.com,ronpaulinstitute.org,9.3
pogo.org,breakingdefense.com,1.9
splinternews.com,thehill.com,3.7
vdare.com,unz.com,17.5
secondnexus.com,talkingpointsmemo.com,3.5
occupydemocrats.com,ifyouonlynews.com,2.2
nydailynews.com,nypost.com,30.9
currentaffairs.org,jacobinmag.com,7.9
msnbc.com,thehill.com,21.4
vote.us.org,oathkeepers.org,2.5
bearingarms.com,frontpagemag.com,13.3
opensecrets.org,rollcall.com,14.5
oathkeepers.org,freedomoutpost.com,4.5
bizpacreview.com,bigleaguepolitics.com,17.3
vidmax.com,libertynation.com,19.6
spiked-online.com,spectator.org,9.8
frontpagemag.com,americanthinker.com,23.7
americanewshub.com,youngcons.com,4.4
