source,target,weight
2ndvote.com,lifenews.com,2.5
wonkette.com,motherjones.com,3.0
bluntforcetruth.com,teaparty.org,2.3
magapill.com,stonecoldtruth.com,2.6
prospect.org,newrepublic.com,5.7
crooksandliars.com,talkingpointsmemo.com,8.8
louderwithcrowder.com,twitchy.com,4.1
unz.com,conservativereview.com,11.4
conservativedailypost.com,ussanews.com,2.7
o4anews.com,tribunist.com,8.0
thepublicdiscourse.com,lifesitenews.com,2.0
snopes.com,factcheck.org,21.5
oann.com,newsbusters.org,13.4
pastemagazine.com,uproxx.com,14.9
advocate.com,pinknews.co.uk,16.3
thenewcivilrightsmovement.com,crooksandliars.com,2.0
change.org,dailymail.co.uk,10.3
pogo.org,govexec.com,1.6
hermancain.com,canadafreepress.com,2.0
knoxreport.com,knoxreport.com,0.5
lifesitenews.com,lifenews.com,17.9
rawstory.com,crooksandliars.com,14.9
csmonitor.com,foreignpolicy.com,4.5
dailymail.co.uk,thesun.co.uk,33.6
rawstory.com,msnbc.com,15.6
theroot.com,deadspin.com,13.9
splinternews.com,mediaite.com,3.9
nextgov.com,federalnewsradio.com,6.9
jezebel.com,deadspin.com,13.6
patriotbeat.com,en-volve.com,2.5
democraticunderground.com,rawstory.com,7.8
townhall.com,thegatewaypundit.com,25.2
cnas.org,csis.org,5.5
libertyheadlines.com,teaparty.org,1.8
jezebel.com,theroot.com,19.1
renewamerica.com,canadafreepress.com,1.8
washingtonexaminer.com,dailycaller.com,31.6
verifiedpolitics.com,verifiedpolitics.com,0.5
upi.com,apnews.com,10.6
pjmedia.com,americanthinker.com,25.1
thefederalist.com,dailywire.com,24.2
steadfastandloyal.com,puppetstringnews.com,2.7
opensecrets.org,ballotpedia.org,17.5
warontherocks.com,carnegieendowment.org,11.1
freerepublic.com,thegatewaypundit.com,11.1
city-journal.org,powerlineblog.com,9.2
gatestoneinstitute.org,frontpagemag.com,14.0
thenation.com,newrepublic.com,12.0
newsmax.com,breitbart.com,17.6
conservapedia.com,lifesitenews.com,5.2
blog.countable.us,numbersusa.com,3.4
freedomcrossroads.com,freedomcrossroads.com,0.5
dailykos.com,talkingpointsmemo.com,12.8
arizonadailyindependent.com,azcapitoltimes.com,6.5
renewamerica.com,newswithviews.com,2.4
voiceofeurope.com,thenationalpulse.com,8.4
louderwithcrowder.com,dailywire.com,8.8
express.co.uk,dailymail.co.uk,26.5
liberalamerica.org,reverbpress.news,1.2
newamerica.org,csis.org,3.8
reuters.com,marketwatch.com,32.6
marxist.com,socialistworker.org,4.5
nationalmemo.com,shareblue.com,2.6
alreporter.com,altoday.com,16.3
thefederalist.com,nationalreview.com,23.2
ghost.report,oathkeepers.org,4.3
people.com,dailymail.co.uk,25.8
prideof-america.org,prideof-america.org,0.5
currentaffairs.org,dailykos.com,3.3
dailykos.com,rawstory.com,16.8
americanprogress.org,heritage.org,7.6
au.org,ffrf.org,4.8
workers.org,marxist.com,1.7
alreporter.com,yellowhammernews.com,12.4
ricochet.com,twitchy.com,7.0
crooksandliars.com,dailykos.com,8.9
mirror.co.uk,thesun.co.uk,39.0
belfercenter.org,csis.org,8.3
afa.net,lifesitenews.com,5.7
teaparty.org,ussanews.com,3.1
westernjournal.com,townhall.com,19.6
awm.com,westernjournal.com,4.9
counterpunch.org,jacobinmag.com,9.7
thepublicdiscourse.com,firstthings.com,2.2
prwatch.org,sourcewatch.org,3.4
meforum.org,thereligionofpeace.com,3.7
belfercenter.org,wilsoncenter.org,8.3
bizpacreview.com,americanthinker.com,16.3
rickwells.us,allenwestrepublic.com,2.2
jihadwatch.org,barenakedislam.com,5.7
theconservativetreehouse.com,americanthinker.com,24.7
bluedotdaily.com,thesternfacts.com,4.1
adelaidenow.com.au,dailytelegraph.com.au,18.9
votesmart.org,house.gov,9.8
politicalmayhem.news,politicalmayhem.news,0.5
justsecurity.org,talkingpointsmemo.com,4.9
bitchmedia.org,msmagazine.com,2.0
mediamatters.org,mediaite.com,13.7
dailycaller.com,thefederalist.com,25.9
followthemoney.org,opensecrets.org,6.7
bluntforcetruth.com,bigleaguepolitics.com,2.1
foreignpolicy.com,foreignaffairs.com,17.3
crooksandliars.com,mediaite.com,9.9
piie.com,nber.org,6.5
humanevents.com,americanthinker.com,6.4
factcheck.org,nationalreview.com,13.5
bluntforcetruth.com,thegatewaypundit.com,4.5
wearyourvoicemag.com,everydayfeminism.com,1.6
crisismagazine.com,firstthings.com,3.2
mynewsguru.com,mynewsguru.com,0.5
citizenfreepress.com,independentsentinel.com,15.8
therightscoop.com,weaselzippers.us,16.3
cnsnews.com,freebeacon.com,13.8
commentarymagazine.com,amgreatness.com,6.3
thenation.com,jacobinmag.com,11.4
csmonitor.com,motherjones.com,4.1
alec.org,prwatch.org,3.4
politicaldig.com,theguardiansofdemocracy.com,3.0
aei.org,heritage.org,6.9
libertyheadlines.com,thenewamerican.com,8.8
politicususa.com,palmerreport.com,11.1
therebel.media,jihadwatch.org,2.5
voanews.com,foreignpolicy.com,9.3
barenakedislam.com,jihadwatch.org,5.7
drudge.com,drudgereport.com,23.9
shariawatch.org.uk,altnewsmedia.net,1.3
americanpatriotdaily.com,patriotnewsdaily.com,4.5
nationalmemo.com,palmerreport.com,1.6
workers.org,worldsocialism.org,1.7
cookpolitical.com,rollcall.com,10.3
thebalance.com,investopedia.com,46.1
mirror.co.uk,dailymail.co.uk,29.2
dailyrecord.co.uk,scotsman.com,19.0
north99.org,pressprogress.ca,5.3
canadafreepress.com,independentsentinel.com,27.3
leftvoice.org,newpol.org,2.1
truthdig.com,commondreams.org,3.0
whitehouse.gov,house.gov,15.7
newyorker.com,vanityfair.com,21.1
faithwire.com,christianpost.com,6.4
taskandpurpose.com,stripes.com,13.7
chinadaily.com.cn,scmp.com,9.7
frontpagemag.com,freebeacon.com,17.8
desmogblog.com,heartland.org,7.6
bearingarms.com,thetruthaboutguns.com,13.6
talkingpointsmemo.com,rawstory.com,14.8
thenewamerican.com,independentsentinel.com,19.6
washingtonexaminer.com,nationalreview.com,28.6
tennesseestar.com,thegatewaypundit.com,4.9
news.grabien.com,mediaite.com,2.7
frontpagemag.com,twitchy.com,19.2
amgreatness.com,americanthinker.com,31.3
conservativereview.com,americanthinker.com,20.2
rferl.org,foreignpolicy.com,9.4
thefederalist.com,dailycaller.com,25.9
conservativepost.com,conservativefighters.com,3.0
frontpagemag.com,pjmedia.com,17.2
cnsnews.com,lifesitenews.com,14.8
steadfastandloyal.com,theblacksphere.net,3.3
theconservativetreehouse.com,thegatewaypundit.com,20.8
washingtonmonthly.com,talkingpointsmemo.com,5.9
thinkprogress.org,motherjones.com,4.1
newyorker.com,vox.com,21.1
freewestmedia.com,voiceofeurope.com,2.4
csmonitor.com,nationalreview.com,5.1
alternet.org,rawstory.com,15.1
crooked.com,mediamatters.org,4.2
elitedaily.com,cosmopolitan.com,17.8
factcheck.org,politifact.com,35.8
clashdaily.com,pjmedia.com,3.5
patriotretort.com,americanlookout.com,2.2
bellingcat.com,talkingpointsmemo.com,3.1
queerty.com,pinknews.co.uk,12.9
canadiandimension.com,rabble.ca,2.5
meforum.org,gatestoneinstitute.org,17.1
lgbtqnation.com,commondreams.org,5.9
thepostmillennial.com,torontosun.com,10.1
bluestatedaily.com,politicaldig.com,2.7
unclesamsmisguidedchildren.com,conservativefiringline.com,4.4
en-volve.com,thepoliticalinsider.com,1.9
votesmart.org,ballotpedia.org,21.0
thegatewaypundit.com,americanthinker.com,23.5
amren.com,unz.com,1.8
molonlabemedia.com,molonlabemedia.com,0.5
gq.com,nymag.com,15.2
todayifoundout.com,mentalfloss.com,3.0
townhall.com,twitchy.com,27.4
gatestoneinstitute.org,meforum.org,17.1
discoverthenetworks.org,capitalresearch.org,3.7
unclesamsmisguidedchildren.com,thepostemail.com,2.6
newsbusters.org,twitchy.com,25.0
triggerreset.net,dailyheadlines.net,1.9
freebeacon.com,twitchy.com,20.0
city-journal.org,freebeacon.com,9.4
townhall.com,dailycaller.com,27.4
citizenfreepress.com,theconservativetreehouse.com,15.8
foxnews.com,cnn.com,34.8
bipartisanreport.com,washingtonpress.com,3.1
juancole.com,mondoweiss.net,1.1
warontherocks.com,csis.org,9.9
house.gov,whitehouse.gov,15.7
thepoliticalinsider.com,independentsentinel.com,18.6
weeklystandard.com,nationalreview.com,4.5
redice.tv,antifascistnews.net,2.7
angrywhitemen.org,dailystormer.name,5.6
dailycaller.com,washingtonexaminer.com,31.6
fullfact.org,factcheck.org,4.2
splinternews.com,theroot.com,3.6
thinkprogress.org,msnbc.com,4.1
world.wng.org,lifesitenews.com,1.5
powerlineblog.com,spectator.org,24.1
truthorfiction.com,factcheck.org,6.3
gopusa.com,100percentfedup.com,1.7
govtrack.us,opensecrets.org,14.5
proudemocrat.com,democraticmoms.com,7.0
project-syndicate.org,foreignaffairs.com,7.6
conservativefiringline.com,unclesamsmisguidedchildren.com,4.4
aclj.org,westernjournal.com,4.3
lifezette.com,americanthinker.com,16.8
citizencritics.org,citizencritics.org,0.5
gopusa.com,independentsentinel.com,1.8
crimethinc.com,itsgoingdown.org,3.5
dailykos.com,msnbc.com,11.1
thenewcivilrightsmovement.com,politicususa.com,1.9
trtworld.com,middleeastmonitor.com,15.2
dailymail.co.uk,foxnews.com,29.5
conservativereview.com,amgreatness.com,18.2
newsmax.com,dailycaller.com,10.9
pjmedia.com,thegatewaypundit.com,26.5
angrywhitemen.org,antifascistnews.net,8.2
peacock-panache.com,memepoliceman.com,7.6
govexec.com,federalnewsradio.com,15.5
maplight.org,followthemoney.org,5.6
frnewsreport.com,frnewsreport.com,0.5
jacobinmag.com,thenation.com,11.4
inthesetimes.com,talkingpointsmemo.com,3.3
informationliberation.com,citizenfreepress.com,14.4
teaparty.org,thegatewaypundit.com,6.1
pgpf.org,crfb.org,10.9
freakoutnation.com,freakoutnation.com,0.5
ir.net,thesternfacts.com,2.0
news.grabien.com,pjmedia.com,3.8
therightscoop.com,bizpacreview.com,15.6
thefederalistpapers.org,westernjournal.com,6.3
voiceofsandiego.org,timesofsandiego.com,18.2
ladylibertysnews.com,freedomsfinalstand.com,11.0
newshounds.us,crooksandliars.com,3.0
bellingcat.com,thenation.com,3.3
talkingpointsmemo.com,dailykos.com,12.8
middleeastmonitor.com,trtworld.com,15.2
socialistworker.org,marxist.com,4.5
thenewcivilrightsmovement.com,rawstory.com,2.9
thepoliticalinsider.com,libertynation.com,20.0
washingtonmonthly.com,rawstory.com,4.9
politicaldig.com,washingtonpress.com,3.3
thecanary.co,morningstaronline.co.uk,4.2
truthorfiction.com,snopes.com,6.7
carnegieendowment.org,belfercenter.org,11.6
en-volve.com,patriotbeat.com,2.5
progressivefrontier.com,progressivefrontier.com,0.5
altright.com,angrywhitemen.org,3.7
crooksandliars.com,rawstory.com,14.9
firstpost.com,indianexpress.com,50.6
sourcewatch.org,prwatch.org,3.4
thehumanist.com,ffrf.org,3.2
palmerreport.com,politicususa.com,11.1
bizpacreview.com,westernjournal.com,17.8
firstthings.com,powerlineblog.com,8.4
theblacksphere.net,steadfastandloyal.com,3.3
freedomsfinalstand.com,ladylibertysnews.com,11.0
inthesetimes.com,commondreams.org,2.4
factcheck.org,snopes.com,21.5
thenewamerican.com,thenationalpulse.com,19.4
defenseone.com,csis.org,7.3
currentaffairs.org,thenation.com,3.4
blingnews.com,americanjournalreview.com,1.6
theguardiansofdemocracy.com,shareblue.com,1.5
americanlookout.com,westernjournal.com,5.8
rightwingtribune.com,bigleaguepolitics.com,12.8
atlanticcouncil.org,csis.org,10.0
itsgoingdown.org,crimethinc.com,3.5
thepostemail.com,conservativefiringline.com,1.9
followthemoney.org,maplight.org,5.6
ijr.com,dailywire.com,3.9
thatsnonsense.com,hoax-slayer.com,5.8
thinkprogress.org,washingtonexaminer.com,4.4
govexec.com,federaltimes.com,12.7
louderwithcrowder.com,pjmedia.com,5.5
commondreams.org,democracynow.org,12.7
capitalresearch.org,discoverthenetworks.org,3.7
conservapedia.com,humanevents.com,1.8
allnewspipeline.com,canadafreepress.com,23.3
conservativedailypost.com,thepoliticalinsider.com,2.8
unz.com,takimag.com,12.8
680news.com,cp24.com,19.5
intellectualtakeout.org,americanthinker.com,5.7
theblaze.com,dailycaller.com,15.9
democracynow.org,rawstory.com,7.3
bluedotdaily.com,palmerreport.com,3.6
relevantmagazine.com,christianpost.com,11.9
pfaw.org,rightwingwatch.org,2.5
newrepublic.com,thenation.com,12.0
dailywire.com,townhall.com,24.8
judicialwatch.org,americanthinker.com,14.8
dailycaller.com,breitbart.com,27.7
uproxx.com,pastemagazine.com,14.9
taiwannews.com.tw,taipeitimes.com,26.1
jihadwatch.org,gatestoneinstitute.org,4.9
thehornnews.com,thegatewaypundit.com,3.3
weaselzippers.us,bizpacreview.com,10.9
votesmart.org,govtrack.us,11.6
thedailybanter.com,crooksandliars.com,1.6
dailysignal.com,americanthinker.com,15.1
queerty.com,towleroad.com,15.8
cnas.org,defenseone.com,1.6
investopedia.com,thebalance.com,46.1
politisite.com,politisite.com,0.5
city-journal.org,amgreatness.com,10.2
judicialwatch.org,twitchy.com,12.3
newsbusters.org,americanthinker.com,22.4
pewresearch.org,gallup.com,16.4
pinknews.co.uk,lgbtqnation.com,11.8
100percentfedup.com,bizpacreview.com,15.8
clarionproject.org,jihadwatch.org,3.5
680news.com,torontosun.com,10.3
biggovernment.news,biggovernment.news,0.5
politicususa.com,mediaite.com,7.5
redice.tv,angrywhitemen.org,2.4
rabble.ca,pressprogress.ca,3.1
spectator.org,amgreatness.com,27.2
yellowhammernews.com,altoday.com,9.0
publicintegrity.org,opensecrets.org,10.9
lgbtqnation.com,queerty.com,11.3
statnews.com,vox.com,13.1
stripes.com,taskandpurpose.com,13.7
twitchy.com,townhall.com,27.4
news.grabien.com,crooksandliars.com,2.5
truthrevolt.org,frontpagemag.com,2.8
amren.com,vdare.com,4.0
libcom.org,marxist.com,3.3
ntknetwork.com,ussanews.com,1.9
spiked-online.com,americanthinker.com,11.1
twitchy.com,newsbusters.org,25.0
politicaldig.com,bipartisanreport.com,3.9
ballotpedia.org,govtrack.us,22.4
jihadwatch.org,pjmedia.com,5.2
electronicintifada.net,middleeastmonitor.com,10.2
thejournal.ie,rte.ie,17.8
newrepublic.com,nationalreview.com,11.7
spectator.org,americanthinker.com,22.8
factcheck.org,washingtonexaminer.com,14.9
house.gov,govtrack.us,37.4
dailysabah.com,trtworld.com,17.8
msmagazine.com,bitchmedia.org,2.0
esquire.com,gq.com,20.1
libertynation.com,independentsentinel.com,30.9
thefederalistpapers.org,thegatewaypundit.com,4.4
csis.org,thediplomat.com,12.4
atimes.com,ejinsight.com,2.5
upi.com,dailycaller.com,8.6
truthorfiction.com,thatsnonsense.com,8.0
readersupportednews.org,opednews.com,1.1
newsbusters.org,amgreatness.com,19.3
antifascistnews.net,itsgoingdown.org,5.3
freebeacon.com,townhall.com,20.6
pamelageller.com,pamelageller.com,0.5
politicususa.com,alternet.org,9.6
rabble.ca,canadiandimension.com,2.5
wnd.com,theblaze.com,14.6
huffingtonpost.com,cnn.com,8.6
dailywire.com,washingtonexaminer.com,25.4
thepostemail.com,unclesamsmisguidedchildren.com,2.6
taskandpurpose.com,military.com,14.3
bipartisanreport.com,politicaldig.com,3.9
extranewsfeed.com,leadstories.com,1.2
ballotpedia.org,house.gov,19.5
theblaze.com,dailywire.com,18.9
hrc.org,advocate.com,5.6
splinternews.com,thinkprogress.org,4.1
usafortrumponline.com,usafortrumponline.com,0.5
drudgereport.com,breitbart.com,18.2
faithwire.com,lifesitenews.com,6.3
lifenews.com,thenewamerican.com,10.5
twitchy.com,pjmedia.com,28.0
sourcewatch.org,desmogblog.com,6.7
thedailybanter.com,politicususa.com,1.2
jihadwatch.org,frontpagemag.com,5.6
freerepublic.com,americanthinker.com,11.0
bitchmedia.org,autostraddle.com,1.7
bizpacreview.com,thegatewaypundit.com,17.0
queerty.com,advocate.com,12.8
crfb.org,pgpf.org,10.9
alternet.org,politicususa.com,9.6
wilsoncenter.org,carnegieendowment.org,9.4
brexitcentral.com,order-order.com,4.0
westernjournalism.com,dcclothesline.com,1.1
cis.org,fairus.org,21.8
conservativefiringline.com,100percentfedup.com,3.4
justsecurity.org,courthousenews.com,4.5
washingtonpress.com,politicaldig.com,3.3
washingtonmonthly.com,alternet.org,5.3
itsgoingdown.org,antifascistnews.net,5.3
bettergov.org,illinoispolicy.org,4.5
rollcall.com,cookpolitical.com,10.3
crooksandliars.com,alternet.org,9.2
thediplomat.com,scmp.com,12.8
mediaite.com,rawstory.com,23.6
foreignaffairs.com,foreignpolicy.com,17.3
thenewamerican.com,libertynation.com,21.1
americanthinker.com,amgreatness.com,31.3
financialexpress.com,indianexpress.com,45.0
patriotpost.us,americanthinker.com,8.5
palmerreport.com,rawstory.com,11.1
hoggwatch.com,hoggwatch.com,0.5
judicialwatch.org,theconservativetreehouse.com,12.7
dailymail.co.uk,cnn.com,29.3
torontosun.com,cp24.com,29.4
gallup.com,pewresearch.org,16.4
thesun.co.uk,express.co.uk,32.9
dailydot.com,newsweek.com,8.7
americanlookout.com,ussanews.com,2.4
defiantamerica.com,defiantamerica.com,0.5
patriotupdate.com,patriotupdate.com,0.5
unz.com,vdare.com,17.5
conservativewoman.co.uk,unitynewsnetwork.co.uk,2.1
scmp.com,reuters.com,18.1
heritage.org,dailysignal.com,11.8
nationalmemo.com,crooksandliars.com,1.9
westernjournal.com,twitchy.com,17.8
thetruthaboutguns.com,ammoland.com,35.8
subjectpolitics.com,usasupreme.com,2.6
nationalmemo.com,politicususa.com,1.7
lifesitenews.com,churchmilitant.com,17.2
conservativefighters.com,conservativemedia.com,3.5
scmp.com,ft.com,19.0
thenationalpulse.com,libertynation.com,23.7
rsf.org,amnesty.org,5.7
listverse.com,mentalfloss.com,5.3
change.org,newsweek.com,10.4
pjmedia.com,townhall.com,26.6
bluestatedaily.com,shareblue.com,2.0
unclesamsmisguidedchildren.com,ussanews.com,2.5
lgbtqnation.com,advocate.com,10.9
commondreams.org,talkingpointsmemo.com,13.3
wionews.com,aninews.in,20.2
lifenews.com,100percentfedup.com,11.0
pressprogress.ca,campaignlifecoalition.com,3.7
belfercenter.org,foreignaffairs.com,6.8
vdare.com,unz.com,17.5
sunlightfoundation.com,opensecrets.org,3.1
pfaw.org,afj.org,7.0
politicususa.com,rawstory.com,12.4
patribotics.blog,bluedotdaily.com,3.0
currentaffairs.org,jacobinmag.com,7.9
cnas.org,warontherocks.com,1.9
bearingarms.com,frontpagemag.com,13.3
spectator.org,powerlineblog.com,24.1
opensecrets.org,rollcall.com,14.5
publicintegrity.org,sourcewatch.org,2.0
theconversation.com,abc.net.au,17.9
mediamatters.org,newsbusters.org,8.8
spiked-online.com,spectator.org,9.8
frontpagemag.com,americanthinker.com,23.7
discoverthenetworks.org,frontpagemag.com,4.0
mondoweiss.net,electronicintifada.net,11.5
democracynow.org,jacobinmag.com,7.7
huffingtonpost.com,people.com,9.1
vanityfair.com,newyorker.com,21.1
independentsentinel.com,canadafreepress.com,27.3
project-syndicate.org,atlanticcouncil.org,6.0
libertyhangout.org,beinglibertarian.com,3.4
gatestoneinstitute.org,spectator.org,14.8
theblaze.com,newsmax.com,14.1
humanevents.com,discoverthenetworks.org,2.4
unz.com,amgreatness.com,12.2
cnas.org,belfercenter.org,1.6
dissentmagazine.org,jacobinmag.com,3.4
cp24.com,torontosun.com,29.4
americanpatriotdaily.com,renewedright.com,2.9
spectator.org,newsbusters.org,18.8
ijr.com,twitchy.com,4.4
nymag.com,vox.com,22.2
drudgereport.com,drudge.com,23.9
heritage.org,nationalreview.com,9.6
powerlineblog.com,twitchy.com,23.6
teapartypatriots.org,teaparty.org,5.4
researchantisemitism.ca,researchantisemitism.ca,0.5
bipartisanreport.com,occupydemocrats.com,3.7
theroot.com,thegrio.com,15.6
belfercenter.org,rand.org,6.8
msnbc.com,washingtonexaminer.com,15.8
churchmilitant.com,lifesitenews.com,17.2
morningstaronline.co.uk,thecanary.co,4.2
talkingpointsmemo.com,mediaite.com,14.1
tribunist.com,o4anews.com,8.0
democratichub.com,numbersusa.com,17.0
thatsnonsense.com,truthorfiction.com,8.0
americanthinker.com,pjmedia.com,25.1
house.gov,ballotpedia.org,19.5
ntknetwork.com,thepoliticalinsider.com,1.4
mirror.co.uk,express.co.uk,27.0
newswithviews.com,renewamerica.com,2.4
nationalreview.com,dailycaller.com,22.7
wilsoncenter.org,csis.org,9.6
restoreamericanglory.com,restoreamericanglory.com,0.5
freebeacon.com,dailycaller.com,21.9
dailydot.com,knowyourmeme.com,11.3
americanlookout.com,pjmedia.com,3.2
csis.org,carnegieendowment.org,11.0
dailywire.com,dailycaller.com,30.8
belfercenter.org,carnegieendowment.org,11.6
trtworld.com,dailysabah.com,17.8
conservativebyte.com,conservativebyte.com,0.5
motherjones.com,msnbc.com,12.8
sentinelksmo.org,kansaspolicy.org,2.7
cityandstateny.com,ny1.com,7.4
prospect.org,commondreams.org,6.7
dailykos.com,mediaite.com,11.4
niskanencenter.org,beinglibertarian.com,1.6
upi.com,washingtonexaminer.com,8.8
thefederalist.com,washingtonexaminer.com,26.3
socialistworker.org,worldsocialism.org,3.1
weeklystandard.com,townhall.com,4.0
thefederalistpapers.org,pjmedia.com,3.3
chroniclesmagazine.org,vdare.com,1.3
downtrend.com,twitchy.com,2.1
msmagazine.com,rewire.news,1.7
news.abs-cbn.com,rappler.com,59.1
ricochet.com,americanthinker.com,7.8
newsmax.com,theblaze.com,14.1
altoday.com,yellowhammernews.com,9.0
humanevents.com,bearingarms.com,2.3
alternet.org,crooksandliars.com,9.2
motherjones.com,rawstory.com,11.7
lifesitenews.com,cnsnews.com,14.8
aclj.org,cnsnews.com,4.8
downtrend.com,thepoliticalinsider.com,2.1
unz.com,bigleaguepolitics.com,10.8
truthorfiction.com,politifact.com,6.7
downtrend.com,bizpacreview.com,2.7
thinkprogress.org,splinternews.com,4.1
americantoday.news,americantoday.news,0.5
independentsentinel.com,libertynation.com,30.9
lifenews.com,lifesitenews.com,17.9
investopedia.com,marketwatch.com,33.9
legalinsurrection.com,twitchy.com,22.9
democraticmoms.com,proudemocrat.com,7.0
dcwhispers.com,bigleaguepolitics.com,1.4
americanprogress.org,pewresearch.org,8.9
deadspin.com,jezebel.com,13.6
alternet.org,commondreams.org,8.7
salon.com,thedailybeast.com,16.6
wonkette.com,talkingpointsmemo.com,6.8
snopes.com,politifact.com,28.0
represent.us,transparency.org,2.2
autostraddle.com,pinknews.co.uk,7.9
truth-out.org,democracynow.org,1.8
thedailydefender.com,thedailydefender.com,0.5
advocate.com,queerty.com,12.8
